order_id,customer_nr,order_date,promised_date,shipped_date,status,channel,priority,currency,payment_method,warehouse,billing_city,shipping_city,net_amount,discount_amount,shipping_cost,packing_cost,sales_rep_id,po_number,notes
1775,292,2025-08-25,2025-09-06,2025-09-04,delivered,store,rush,EUR,prepay,MUC2,Hamburg,Hamburg,302.14,25,0,0,2,PO-2026-01775,call before delivery
1776,999999,2026-07-18,2026-07-27,2026-07-27,delivered,store,normal,EUR,paypal,HH1,Berlin,Berlin,1554.57,15,0,2.9,6,PO-2024-01776,
1777,174,2024-01-13,2024-01-19,2024-01-17,delivered,store,high,EUR,paypal,CGN1,Leipzig,Leipzig,1071.77,0,0,2.9,1,PO-2025-01777,
1778,327,2026-02-11,2026-02-23,2026-02-23,delivered,store,rush,USD,prepay,HH1,Hamburg,Hamburg,1789.04,25,0,1.5,3,,
1779,215,2026-05-05,2026-05-07,2026-05-06,delivered,store,normal,CHF,sepa,BER3,Stuttgart,Stuttgart,2639.4,40,12.9,1.5,6,PO-2024-01779,call before delivery
1780,242,2024-04-29,2024-05-04,2024-05-03,delivered,phone,high,EUR,invoice,MUC2,Stuttgart,Stuttgart,2607.64,0,7.9,2.9,8,,
1781,44,2024-05-28,2024-06-08,2024-06-05,delivered,edi,high,USD,paypal,BER3,Berlin,Berlin,2822.06,80,7.9,2.9,5,PO-2026-01781,leave at gate
1782,32,2024-12-21,2025-01-01,2024-12-31,shipped,phone,high,USD,invoice,BER3,München,München,2174.4,15,4.9,2.9,10,PO-2024-01782,
1783,166,2025-02-19,2025-02-27,2025-02-26,delivered,web,normal,USD,prepay,BER3,Frankfurt,Frankfurt,1445.19,0,0,2.9,9,,
1784,214,2025-11-14,2025-11-18,2025-11-17,delivered,web,rush,EUR,sepa,BER3,Stuttgart,Stuttgart,1605.63,0,12.9,0,8,,call before delivery
1785,222,2025-02-04,2025-02-18,2025-02-16,delivered,web,normal,EUR,card,BER3,Stuttgart,Stuttgart,415.99,15,0,0,7,PO-2024-01785,
1786,304,2024-06-27,2024-07-01,2024-06-30,delivered,partner,rush,EUR,invoice,MUC2,Leipzig,Leipzig,1196.18,40,4.9,1.5,3,PO-2025-01786,
1787,250,2026-05-27,2026-06-08,2026-06-08,delivered,edi,high,EUR,invoice,HH1,Berlin,Berlin,1124.21,25,12.9,0,5,,
1788,16,2026-04-08,2026-04-13,2026-04-10,delivered,edi,high,CHF,card,HH1,Berlin,Berlin,2052.96,40,12.9,2.9,4,PO-2024-01788,call before delivery
1789,163,2024-12-10,2024-12-22,,open,edi,high,EUR,card,BER3,Frankfurt,Frankfurt,2792.09,80,0,0,2,PO-2025-01789,
1790,59,2025-11-06,2025-11-19,2025-11-17,shipped,store,rush,EUR,prepay,CGN1,Frankfurt,Frankfurt,621.59,25,4.9,2.9,10,,
1791,199,2024-09-13,2024-09-20,2024-09-19,delivered,partner,high,USD,prepay,HH1,Leipzig,Leipzig,2147.13,0,4.9,2.9,4,PO-2024-01791,
1792,93,2026-07-20,2026-07-31,,open,store,rush,CHF,paypal,CGN1,Stuttgart,Stuttgart,196.04,25,0,1.5,8,PO-2025-01792,
1793,208,2025-03-27,2025-03-30,2025-03-28,delivered,partner,normal,EUR,prepay,CGN1,München,München,853.48,0,4.9,2.9,5,,call before delivery
1794,147,2026-01-28,2026-02-10,2026-02-09,delivered,edi,rush,EUR,sepa,HH1,München,München,721.68,40,12.9,0,6,,
1795,340,2026-05-21,2026-05-31,2026-05-30,shipped,phone,normal,USD,sepa,MUC2,Frankfurt,Frankfurt,2395.54,25,12.9,2.9,11,PO-2025-01795,
1796,167,2024-03-30,2024-04-09,2024-04-07,shipped,phone,rush,EUR,prepay,BER3,Leipzig,Leipzig,1532.75,40,12.9,0,11,,leave at gate
1797,76,2024-01-30,2024-02-03,2024-02-03,delivered,edi,rush,CHF,paypal,BER3,Köln,Berlin,1625.67,0,0,0,10,PO-2024-01797,
1798,259,2024-08-16,2024-08-24,2024-08-21,shipped,web,rush,EUR,prepay,HH1,Berlin,Berlin,646.86,0,12.9,1.5,4,,call before delivery
1799,168,2026-05-09,2026-05-11,2026-05-09,delivered,partner,rush,CHF,card,MUC2,Frankfurt,Frankfurt,476.69,40,12.9,2.9,3,PO-2026-01799,
1800,201,2024-10-04,2024-10-18,,cancelled,partner,rush,USD,invoice,HH1,Köln,Köln,2295.05,80,4.9,0,4,PO-2024-01800,
1801,344,2026-03-31,2026-04-06,2026-04-03,shipped,edi,normal,EUR,prepay,CGN1,Berlin,Berlin,1703.79,40,4.9,1.5,11,PO-2025-01801,
1802,228,2024-05-05,2024-05-07,2024-05-07,delivered,edi,normal,EUR,paypal,MUC2,München,München,937.3,80,0,0,7,,call before delivery
1803,132,2025-10-07,2025-10-18,2025-10-18,delivered,edi,high,EUR,card,HH1,Berlin,Berlin,500.08,0,12.9,0,6,PO-2024-01803,leave at gate
1804,304,2024-08-12,2024-08-16,2024-08-14,shipped,phone,high,EUR,invoice,HH1,Leipzig,Stuttgart,1003.75,0,7.9,1.5,3,,
1805,175,2026-05-30,2026-06-03,2026-06-01,delivered,edi,rush,USD,prepay,HH1,Stuttgart,Stuttgart,950.2,0,7.9,0,5,PO-2026-01805,
1806,314,2025-12-27,2025-12-29,2025-12-26,delivered,phone,high,EUR,card,CGN1,Stuttgart,Stuttgart,2314.18,80,12.9,2.9,6,PO-2024-01806,leave at gate
1807,309,2025-04-17,2025-04-27,2025-04-26,shipped,store,normal,EUR,prepay,MUC2,München,München,2023.41,0,0,0,9,,leave at gate
1808,100,2025-01-29,2025-02-01,2025-01-30,delivered,partner,normal,USD,sepa,HH1,Köln,Köln,925.12,0,0,2.9,6,,
1809,258,2024-09-17,2024-09-26,2024-09-26,delivered,edi,normal,USD,prepay,MUC2,Köln,Köln,869.72,80,12.9,2.9,7,,
1810,307,2025-03-30,2025-04-04,2025-04-04,delivered,phone,rush,EUR,paypal,BER3,Berlin,Berlin,1524.09,0,7.9,0,8,PO-2025-01810,
1811,350,2025-04-28,2025-05-01,2025-04-30,delivered,store,high,USD,paypal,BER3,Frankfurt,Leipzig,1102.23,25,7.9,2.9,1,PO-2026-01811,call before delivery
1812,264,2024-12-30,2025-01-06,2025-01-05,delivered,store,normal,EUR,prepay,CGN1,Frankfurt,Frankfurt,618.78,15,7.9,0,8,,
1813,252,2025-05-02,2025-05-11,2025-05-08,delivered,partner,rush,CHF,invoice,CGN1,München,München,558.94,25,0,1.5,1,PO-2025-01813,
1814,315,2024-07-26,2024-08-03,2024-08-01,delivered,web,normal,CHF,sepa,BER3,Köln,Köln,1576.25,0,4.9,1.5,10,,call before delivery
1815,204,2025-01-20,2025-01-26,2025-01-24,shipped,phone,high,EUR,paypal,HH1,Leipzig,Leipzig,1678.25,0,4.9,0,9,PO-2024-01815,call before delivery
1816,307,2025-10-15,2025-10-21,2025-10-20,shipped,store,normal,CHF,invoice,BER3,Berlin,Berlin,1090.81,0,4.9,0,8,,leave at gate
1817,270,2026-01-23,2026-01-25,2026-01-24,shipped,edi,high,EUR,paypal,BER3,Köln,Köln,758.11,0,4.9,2.9,3,,leave at gate
1818,333,2026-06-07,2026-06-10,2026-06-09,shipped,phone,normal,USD,invoice,BER3,Frankfurt,Frankfurt,1615.63,0,4.9,1.5,2,PO-2024-01818,call before delivery
1819,52,2026-07-22,2026-08-01,2026-07-31,delivered,partner,normal,EUR,sepa,HH1,Hamburg,Hamburg,943.73,25,7.9,0,4,PO-2025-01819,
1820,113,2024-09-15,2024-09-21,2024-09-18,shipped,edi,rush,EUR,paypal,HH1,Hamburg,Hamburg,2161.59,25,7.9,0,9,,leave at gate
1821,50,2024-07-18,2024-07-22,2024-07-19,shipped,edi,high,CHF,sepa,MUC2,München,München,1105.87,25,0,2.9,5,PO-2024-01821,
1822,336,2024-06-23,2024-07-02,2024-07-01,delivered,store,normal,EUR,paypal,MUC2,Köln,Köln,689.24,0,7.9,2.9,5,,call before delivery
1823,56,2025-04-25,2025-04-30,2025-04-27,shipped,partner,normal,USD,sepa,BER3,Stuttgart,Stuttgart,1029.28,0,0,0,3,PO-2026-01823,
1824,136,2024-09-17,2024-09-19,2024-09-19,delivered,store,rush,EUR,paypal,BER3,Hamburg,Hamburg,1486.92,0,4.9,0,2,,
1825,214,2026-05-07,2026-05-18,2026-05-15,delivered,phone,normal,USD,sepa,HH1,Stuttgart,Stuttgart,917.69,0,7.9,2.9,8,PO-2025-01825,
1826,305,2025-03-13,2025-03-17,,open,store,normal,EUR,paypal,HH1,Frankfurt,Frankfurt,1534.38,40,0,0,12,PO-2026-01826,call before delivery
1827,58,2026-07-19,2026-07-22,2026-07-22,delivered,store,rush,CHF,prepay,CGN1,Frankfurt,Frankfurt,1622.0,0,7.9,1.5,1,PO-2024-01827,
1828,80,2026-07-19,2026-07-24,,open,edi,normal,EUR,sepa,CGN1,Frankfurt,Frankfurt,1764.39,0,7.9,0,8,PO-2025-01828,
1829,8,2025-12-04,2025-12-09,2025-12-09,delivered,partner,normal,CHF,paypal,BER3,Leipzig,Leipzig,683.55,25,0,0,8,PO-2026-01829,
1830,111,2026-03-05,2026-03-12,2026-03-10,shipped,web,normal,USD,prepay,MUC2,Köln,Köln,510.85,15,12.9,1.5,2,,
1831,100,2025-06-03,2025-06-05,,cancelled,edi,high,EUR,invoice,BER3,Köln,Stuttgart,1900.33,0,7.9,0,6,PO-2025-01831,
1832,251,2024-06-19,2024-07-02,2024-07-01,delivered,phone,high,USD,invoice,MUC2,Köln,Köln,2052.07,25,0,2.9,4,PO-2026-01832,
1833,93,2025-05-13,2025-05-23,2025-05-21,shipped,partner,normal,EUR,paypal,BER3,Stuttgart,Stuttgart,925.3,0,4.9,0,8,PO-2024-01833,call before delivery
1834,327,2026-02-14,2026-02-24,2026-02-21,delivered,partner,normal,EUR,prepay,BER3,Hamburg,Hamburg,1739.89,0,4.9,0,3,,
1835,11,2024-12-06,2024-12-13,,cancelled,edi,normal,EUR,invoice,MUC2,Frankfurt,Berlin,673.65,15,12.9,0,10,PO-2026-01835,
1836,61,2024-09-04,2024-09-13,2024-09-13,shipped,store,high,EUR,invoice,MUC2,Hamburg,Hamburg,596.97,0,0,0,6,PO-2024-01836,call before delivery
1837,307,2025-02-09,2025-02-23,2025-02-21,delivered,edi,rush,CHF,paypal,HH1,Berlin,Berlin,1843.89,0,12.9,1.5,8,PO-2025-01837,leave at gate
1838,171,2026-05-21,2026-05-31,2026-05-31,delivered,edi,normal,EUR,paypal,MUC2,Leipzig,Leipzig,2621.97,0,4.9,0,2,PO-2026-01838,
1839,341,2025-10-02,2025-10-10,2025-10-10,shipped,phone,rush,USD,sepa,BER3,München,Köln,3173.97,0,7.9,0,9,PO-2024-01839,leave at gate
1840,170,2025-07-26,2025-08-03,2025-07-31,delivered,edi,normal,CHF,sepa,MUC2,Hamburg,Hamburg,711.62,0,12.9,0,12,,
1841,138,2025-05-14,2025-05-19,2025-05-17,delivered,phone,high,EUR,paypal,HH1,Berlin,Berlin,450.18,0,4.9,0,1,PO-2026-01841,call before delivery
1842,326,2026-05-06,2026-05-12,2026-05-09,delivered,partner,rush,EUR,sepa,BER3,Stuttgart,Stuttgart,2285.23,0,0,0,9,,leave at gate
1843,19,2024-10-09,2024-10-19,2024-10-19,delivered,edi,high,EUR,paypal,CGN1,Hamburg,Hamburg,1402.78,0,12.9,2.9,11,,
1844,52,2026-03-09,2026-03-18,2026-03-17,delivered,store,normal,EUR,prepay,HH1,Hamburg,Hamburg,190.3,15,0,1.5,2,,leave at gate
1845,184,2025-03-15,2025-03-28,2025-03-27,delivered,web,rush,CHF,invoice,BER3,Berlin,Stuttgart,1218.66,0,0,2.9,6,,leave at gate
1846,270,2024-07-04,2024-07-10,2024-07-08,shipped,store,rush,CHF,invoice,MUC2,Köln,Köln,2615.21,0,0,0,3,,
1847,37,2025-07-20,2025-08-03,,cancelled,edi,high,EUR,sepa,HH1,Berlin,Berlin,726.07,0,4.9,2.9,6,PO-2026-01847,call before delivery
1848,206,2025-11-24,2025-12-07,,cancelled,phone,normal,EUR,card,BER3,München,München,2730.66,25,4.9,2.9,11,PO-2024-01848,call before delivery
1849,237,2025-05-20,2025-05-30,,open,web,high,EUR,invoice,HH1,Köln,Köln,472.53,40,7.9,1.5,4,,
1850,218,2025-02-24,2025-03-02,,open,web,rush,USD,paypal,MUC2,Stuttgart,Stuttgart,891.23,0,0,2.9,9,,
1851,292,2025-11-08,2025-11-13,2025-11-11,delivered,partner,rush,USD,prepay,MUC2,Hamburg,Köln,2698.35,15,4.9,2.9,2,PO-2024-01851,leave at gate
1852,241,2025-02-21,2025-03-03,2025-02-28,delivered,edi,normal,CHF,invoice,HH1,Berlin,Berlin,503.54,15,12.9,1.5,6,PO-2025-01852,
1853,347,2024-02-26,2024-03-07,2024-03-05,delivered,phone,rush,EUR,invoice,BER3,Berlin,Berlin,241.62,80,12.9,0,1,PO-2026-01853,
1854,85,2024-12-24,2024-12-29,2024-12-29,delivered,store,rush,CHF,paypal,CGN1,Frankfurt,Frankfurt,1326.19,0,7.9,0,5,,
1855,84,2026-06-21,2026-06-29,2026-06-28,delivered,partner,normal,CHF,sepa,MUC2,Stuttgart,Berlin,3718.25,80,0,2.9,3,PO-2025-01855,
1856,120,2025-06-08,2025-06-12,2025-06-11,delivered,store,normal,EUR,sepa,CGN1,Stuttgart,Stuttgart,1725.46,40,12.9,2.9,3,PO-2026-01856,
1857,187,2025-06-06,2025-06-14,2025-06-14,delivered,partner,rush,CHF,prepay,MUC2,Hamburg,Hamburg,1699.27,80,4.9,1.5,10,,leave at gate
1858,231,2025-12-11,2025-12-19,2025-12-19,delivered,phone,high,EUR,prepay,BER3,Köln,Köln,1569.43,25,0,0,2,,
1859,31,2026-04-15,2026-04-22,2026-04-20,delivered,web,high,EUR,card,CGN1,München,München,2250.83,80,12.9,2.9,3,,
1860,241,2025-08-01,2025-08-10,2025-08-10,shipped,partner,normal,EUR,prepay,HH1,Berlin,Berlin,1732.51,0,12.9,0,4,PO-2024-01860,
1861,259,2026-05-27,2026-06-03,2026-06-01,delivered,phone,rush,EUR,sepa,HH1,Berlin,Berlin,1855.87,40,7.9,1.5,4,PO-2025-01861,call before delivery
1862,289,2024-01-09,2024-01-19,2024-01-16,delivered,partner,high,EUR,card,MUC2,Berlin,Berlin,924.71,25,0,2.9,12,,leave at gate
1863,186,2025-07-28,2025-08-05,2025-08-05,delivered,web,rush,EUR,sepa,CGN1,Leipzig,Leipzig,1731.93,40,4.9,1.5,11,PO-2024-01863,leave at gate
1864,214,2024-03-18,2024-03-21,2024-03-20,delivered,store,normal,EUR,sepa,CGN1,Stuttgart,Stuttgart,1125.84,15,7.9,0,8,PO-2025-01864,
1865,287,2025-03-09,2025-03-17,2025-03-15,delivered,store,normal,EUR,card,BER3,Frankfurt,Frankfurt,1025.18,15,12.9,0,2,PO-2026-01865,
1866,150,2026-07-13,2026-07-19,2026-07-19,delivered,phone,rush,EUR,prepay,CGN1,Köln,Köln,2623.82,0,0,0,3,,call before delivery
1867,176,2025-07-21,2025-07-31,2025-07-31,delivered,store,normal,EUR,invoice,HH1,Berlin,Berlin,849.99,0,4.9,2.9,12,PO-2025-01867,
1868,295,2024-02-12,2024-02-25,2024-02-25,delivered,partner,normal,USD,invoice,HH1,Stuttgart,Stuttgart,266.52,0,4.9,1.5,12,PO-2026-01868,leave at gate
1869,347,2025-08-27,2025-08-30,,open,store,rush,USD,sepa,BER3,Berlin,Berlin,241.86,0,4.9,0,1,PO-2024-01869,
1870,170,2026-07-16,2026-07-26,2026-07-26,delivered,phone,high,USD,prepay,MUC2,Hamburg,Hamburg,702.65,40,7.9,0,12,PO-2025-01870,leave at gate
1871,154,2025-09-28,2025-10-02,2025-09-29,delivered,web,normal,EUR,card,MUC2,Berlin,Berlin,1336.16,15,7.9,0,6,,leave at gate
1872,209,2025-05-22,2025-05-31,2025-05-31,delivered,phone,normal,EUR,prepay,CGN1,Berlin,Berlin,2059.29,40,12.9,1.5,11,PO-2024-01872,leave at gate
1873,55,2025-02-11,2025-02-16,2025-02-15,shipped,phone,normal,EUR,paypal,MUC2,Frankfurt,Leipzig,2090.33,40,4.9,1.5,4,,leave at gate
1874,52,2026-07-27,2026-08-05,2026-08-03,shipped,partner,rush,EUR,prepay,HH1,Hamburg,Hamburg,1218.33,0,7.9,1.5,9,PO-2026-01874,
1875,19,2025-06-14,2025-06-24,2025-06-22,shipped,edi,normal,USD,card,HH1,Hamburg,Hamburg,2057.95,15,4.9,2.9,11,PO-2024-01875,leave at gate
1876,99,2025-01-14,2025-01-27,2025-01-26,delivered,phone,normal,CHF,prepay,MUC2,Berlin,Berlin,447.16,0,12.9,2.9,12,PO-2025-01876,call before delivery
1877,146,2024-05-05,2024-05-15,2024-05-15,delivered,phone,normal,USD,invoice,HH1,Hamburg,Berlin,298.02,25,7.9,2.9,12,PO-2026-01877,
1878,328,2024-10-30,2024-11-05,2024-11-02,delivered,phone,high,EUR,sepa,HH1,Stuttgart,Frankfurt,3583.48,0,12.9,1.5,5,,
1879,16,2026-01-30,2026-02-08,2026-02-08,shipped,store,rush,CHF,sepa,BER3,Berlin,Berlin,1992.85,0,12.9,2.9,4,,
1880,53,2024-03-22,2024-03-27,2024-03-24,delivered,edi,normal,CHF,invoice,HH1,Berlin,Berlin,1557.99,0,4.9,1.5,9,PO-2026-01880,leave at gate
1881,205,2025-10-21,2025-10-28,2025-10-27,shipped,edi,normal,USD,card,MUC2,Frankfurt,Frankfurt,1340.23,15,4.9,0,1,PO-2024-01881,leave at gate
1882,100,2025-04-11,2025-04-14,2025-04-12,delivered,phone,normal,EUR,sepa,CGN1,Köln,Köln,886.12,25,0,0,6,PO-2025-01882,leave at gate
1883,131,2025-08-19,2025-09-02,2025-09-02,delivered,partner,rush,EUR,prepay,MUC2,Frankfurt,Frankfurt,2103.61,80,7.9,0,6,PO-2026-01883,call before delivery
1884,277,2024-02-27,2024-03-03,2024-03-02,delivered,web,normal,EUR,sepa,BER3,Stuttgart,Stuttgart,880.69,0,4.9,1.5,12,PO-2024-01884,leave at gate
1885,170,2025-02-25,2025-03-02,2025-02-27,delivered,web,normal,USD,sepa,CGN1,Hamburg,Hamburg,1525.26,80,0,2.9,12,PO-2025-01885,
1886,36,2024-04-27,2024-05-09,2024-05-07,delivered,web,normal,USD,sepa,BER3,Berlin,Berlin,1143.16,80,4.9,0,1,PO-2026-01886,leave at gate
1887,109,2025-06-01,2025-06-13,2025-06-10,delivered,edi,normal,CHF,prepay,MUC2,Stuttgart,Stuttgart,711.58,25,7.9,2.9,5,,
1888,342,2024-03-04,2024-03-16,,open,store,normal,CHF,card,CGN1,Berlin,Berlin,568.71,15,4.9,2.9,2,PO-2025-01888,call before delivery
1889,340,2026-02-24,2026-03-08,2026-03-08,delivered,edi,normal,EUR,sepa,CGN1,Frankfurt,Frankfurt,2519.76,40,12.9,0,11,PO-2026-01889,
1890,96,2025-05-10,2025-05-17,2025-05-16,delivered,edi,high,USD,card,HH1,Köln,Köln,1011.54,15,12.9,2.9,2,PO-2024-01890,
1891,84,2026-01-30,2026-02-13,2026-02-12,delivered,partner,normal,CHF,paypal,CGN1,Stuttgart,Stuttgart,1380.26,0,7.9,0,3,,leave at gate
1892,144,2026-07-13,2026-07-20,2026-07-20,delivered,phone,normal,EUR,sepa,BER3,Köln,Köln,338.56,40,7.9,2.9,4,PO-2026-01892,leave at gate
1893,41,2025-10-06,2025-10-18,2025-10-18,delivered,store,high,CHF,paypal,BER3,Stuttgart,Stuttgart,1810.14,0,12.9,0,7,PO-2024-01893,call before delivery
1894,49,2025-04-15,2025-04-23,2025-04-20,shipped,edi,normal,EUR,card,MUC2,München,München,927.25,15,4.9,1.5,8,PO-2025-01894,call before delivery
1895,214,2024-11-29,2024-12-06,2024-12-06,delivered,store,normal,EUR,paypal,MUC2,Stuttgart,Stuttgart,1489.32,40,12.9,0,8,PO-2026-01895,call before delivery
1896,228,2024-10-01,2024-10-04,,cancelled,partner,normal,CHF,card,HH1,München,München,1101.11,0,4.9,2.9,7,PO-2024-01896,leave at gate
1897,174,2024-09-18,2024-09-30,2024-09-28,shipped,store,rush,EUR,invoice,HH1,Leipzig,Leipzig,1047.52,0,7.9,0,1,PO-2025-01897,
1898,65,2026-03-22,2026-03-24,,cancelled,store,rush,EUR,sepa,HH1,München,München,1642.21,0,12.9,1.5,12,,call before delivery
1899,109,2026-06-13,2026-06-17,2026-06-14,delivered,phone,high,USD,prepay,BER3,Stuttgart,Stuttgart,1474.31,0,12.9,1.5,5,PO-2024-01899,
1900,174,2025-06-13,2025-06-17,2025-06-14,delivered,edi,normal,EUR,sepa,MUC2,Leipzig,Berlin,1631.16,0,12.9,0,1,PO-2025-01900,
1901,125,2026-03-05,2026-03-14,2026-03-12,delivered,store,normal,EUR,invoice,MUC2,Frankfurt,Frankfurt,990.54,0,12.9,0,2,PO-2026-01901,call before delivery
1902,261,2024-09-03,2024-09-16,2024-09-14,shipped,web,high,CHF,invoice,BER3,Frankfurt,Frankfurt,1902.16,0,7.9,0,4,,call before delivery
1903,85,2024-06-07,2024-06-19,2024-06-19,shipped,store,normal,EUR,card,MUC2,Frankfurt,Frankfurt,937.03,0,7.9,2.9,5,,
1904,128,2026-03-27,2026-04-03,2026-04-02,shipped,partner,rush,EUR,paypal,MUC2,Köln,Köln,935.13,80,12.9,0,7,,leave at gate
1905,160,2025-11-23,2025-12-07,2025-12-07,delivered,web,high,EUR,prepay,HH1,Köln,Berlin,1477.54,0,4.9,0,3,PO-2024-01905,call before delivery
1906,207,2026-02-07,2026-02-17,,open,web,normal,EUR,prepay,BER3,Leipzig,Leipzig,2405.85,0,0,1.5,11,PO-2025-01906,call before delivery
1907,253,2024-03-22,2024-03-30,2024-03-28,delivered,store,high,EUR,card,MUC2,München,München,706.41,40,12.9,0,8,PO-2026-01907,call before delivery
1908,240,2024-08-22,2024-08-26,2024-08-26,shipped,edi,normal,EUR,invoice,MUC2,München,München,546.56,0,4.9,2.9,11,PO-2024-01908,leave at gate
1909,184,2024-02-21,2024-03-04,2024-03-04,delivered,partner,rush,EUR,paypal,HH1,Berlin,Berlin,657.45,15,0,1.5,6,,leave at gate
1910,41,2024-10-03,2024-10-11,2024-10-11,delivered,edi,high,USD,invoice,HH1,Stuttgart,Stuttgart,1208.98,80,4.9,2.9,7,PO-2026-01910,
1911,215,2024-07-28,2024-08-07,2024-08-05,delivered,partner,rush,EUR,card,HH1,Stuttgart,Stuttgart,406.52,25,12.9,1.5,6,,call before delivery
1912,153,2026-03-22,2026-04-02,2026-03-31,delivered,phone,high,CHF,sepa,BER3,Berlin,Berlin,196.89,0,12.9,0,12,PO-2025-01912,leave at gate
1913,43,2024-05-25,2024-06-02,2024-06-02,shipped,edi,normal,USD,prepay,BER3,München,München,1100.14,80,12.9,1.5,8,PO-2026-01913,
1914,104,2026-04-13,2026-04-24,2026-04-24,delivered,partner,high,EUR,invoice,BER3,Köln,Köln,1777.79,0,0,1.5,5,PO-2024-01914,call before delivery
1915,189,2026-01-16,2026-01-22,2026-01-19,delivered,phone,rush,EUR,card,MUC2,Leipzig,Leipzig,1120.17,15,7.9,0,12,PO-2025-01915,
1916,239,2024-12-10,2024-12-17,2024-12-17,shipped,edi,rush,EUR,prepay,MUC2,Hamburg,Hamburg,2777.59,0,7.9,2.9,3,PO-2026-01916,leave at gate
1917,304,2025-05-16,2025-05-30,2025-05-27,delivered,phone,rush,CHF,card,HH1,Leipzig,Leipzig,90.67,25,12.9,0,3,PO-2024-01917,
1918,299,2026-01-12,2026-01-23,2026-01-20,shipped,edi,rush,USD,sepa,CGN1,Köln,Frankfurt,249.91,40,12.9,0,4,,
1919,171,2024-10-11,2024-10-15,,cancelled,edi,normal,EUR,invoice,BER3,Leipzig,Leipzig,1081.08,80,4.9,2.9,2,,
1920,80,2025-04-04,2025-04-11,2025-04-09,delivered,web,high,CHF,paypal,HH1,Frankfurt,Frankfurt,1148.39,40,4.9,0,8,PO-2024-01920,
1921,257,2024-06-17,2024-06-27,2024-06-25,shipped,web,rush,EUR,sepa,MUC2,Frankfurt,Frankfurt,1009.42,0,12.9,0,9,,call before delivery
1922,231,2024-12-12,2024-12-14,2024-12-11,delivered,web,high,EUR,card,HH1,Köln,Köln,2053.85,40,4.9,1.5,2,PO-2026-01922,
1923,110,2024-09-30,2024-10-04,2024-10-01,shipped,edi,high,EUR,paypal,MUC2,München,München,2268.98,0,12.9,0,8,,
1924,128,2025-04-29,2025-05-09,2025-05-07,shipped,edi,normal,EUR,paypal,CGN1,Köln,Köln,516.32,40,4.9,0,7,PO-2025-01924,leave at gate
1925,300,2024-05-06,2024-05-18,2024-05-15,delivered,web,rush,CHF,paypal,CGN1,Berlin,Köln,1515.24,40,12.9,1.5,3,,leave at gate
1926,,2024-10-24,2024-10-31,2024-10-31,shipped,partner,normal,EUR,sepa,HH1,Leipzig,Leipzig,403.5,80,12.9,0,1,PO-2024-01926,call before delivery
1927,306,2025-04-03,2025-04-15,2025-04-14,shipped,web,normal,EUR,sepa,HH1,Köln,Köln,833.39,15,7.9,2.9,8,PO-2025-01927,call before delivery
1928,220,2025-01-11,2025-01-19,,cancelled,web,normal,CHF,invoice,HH1,Leipzig,Leipzig,1845.99,0,0,2.9,11,PO-2026-01928,leave at gate
1929,,2024-08-24,2024-08-26,2024-08-26,delivered,web,high,EUR,prepay,CGN1,Köln,Köln,2388.43,15,12.9,1.5,11,,
1930,278,2024-01-24,2024-02-04,2024-02-02,delivered,edi,normal,EUR,paypal,CGN1,Leipzig,Leipzig,491.15,0,12.9,1.5,11,,
1931,129,2026-03-18,2026-03-27,2026-03-26,delivered,phone,high,EUR,sepa,HH1,Berlin,Berlin,1380.3,0,12.9,1.5,4,PO-2026-01931,
1932,36,2026-03-12,2026-03-24,2026-03-21,delivered,store,normal,USD,invoice,HH1,Berlin,Berlin,1571.49,0,7.9,1.5,1,PO-2024-01932,
1933,318,2024-01-19,2024-01-26,2024-01-26,shipped,partner,normal,USD,paypal,HH1,Berlin,Berlin,569.46,40,12.9,0,12,PO-2025-01933,leave at gate
1934,289,2026-04-24,2026-05-04,,open,edi,normal,EUR,invoice,MUC2,Berlin,Stuttgart,1513.61,0,12.9,2.9,12,PO-2026-01934,
1935,320,2024-04-08,2024-04-16,2024-04-13,delivered,phone,high,CHF,card,HH1,Hamburg,Hamburg,822.56,15,7.9,1.5,2,PO-2024-01935,leave at gate
1936,256,2025-02-16,2025-02-25,2025-02-23,delivered,store,high,EUR,invoice,HH1,Hamburg,Hamburg,1954.83,0,4.9,1.5,7,,leave at gate
1937,132,2025-10-29,2025-10-31,2025-10-29,shipped,phone,rush,EUR,sepa,CGN1,Berlin,Berlin,2003.48,80,0,2.9,6,,call before delivery
1938,151,2024-05-14,2024-05-21,2024-05-20,delivered,edi,rush,USD,sepa,CGN1,Frankfurt,Frankfurt,899.24,40,7.9,1.5,6,,
1939,271,2025-07-25,2025-07-27,,open,edi,normal,USD,card,BER3,München,München,1305.86,80,12.9,0,1,PO-2025-01939,call before delivery
1940,183,2026-07-09,2026-07-15,2026-07-15,shipped,partner,rush,EUR,sepa,HH1,München,München,1648.66,40,0,2.9,5,PO-2026-01940,
1941,106,2024-10-16,2024-10-20,2024-10-17,shipped,phone,normal,EUR,prepay,CGN1,Leipzig,Frankfurt,1008.37,40,0,0,3,,call before delivery
1942,24,2024-10-21,2024-10-30,2024-10-28,delivered,web,high,CHF,prepay,HH1,Hamburg,Hamburg,1540.32,0,7.9,0,10,PO-2025-01942,
1943,255,2024-06-09,2024-06-11,2024-06-10,delivered,edi,normal,CHF,prepay,HH1,Stuttgart,Stuttgart,904.72,0,4.9,1.5,12,PO-2026-01943,leave at gate
