shipment_id,route_id,depot_id,consignee,promised_at,delivered_at,delay_min,weight_kg,status
865,176,4,Hanse 865,2025-05-19 13:15:00,2025-05-19 12:55:00,-20,168.1,delivered
866,177,7,Südhandel 866,2025-04-18 09:45:00,2025-04-18 10:10:00,25,242.2,delivered
867,177,7,Westlog 867,2025-04-18 10:30:00,2025-04-18 10:55:00,25,258.5,late
868,177,7,Ostbau 868,2025-04-18 11:00:00,2025-04-18 11:25:00,25,168.9,late
869,177,7,Alpin 869,2025-04-18 12:15:00,2025-04-18 12:40:00,25,45.0,delivered
870,178,4,Südhandel 870,2025-06-01 09:45:00,2025-06-01 10:10:00,25,221.1,exception
871,178,4,Westlog 871,2025-06-01 10:15:00,2025-06-01 10:15:00,0,399.5,delivered
872,178,4,Ostbau 872,2025-06-01 11:00:00,2025-06-01 11:55:00,55,237.5,exception
873,179,7,Südhandel 873,2025-06-08 09:00:00,2025-06-08 09:25:00,25,325.1,delivered
874,179,7,Westlog 874,2025-06-08 10:15:00,2025-06-08 09:55:00,-20,405.9,delivered
875,179,7,Ostbau 875,2025-06-08 11:45:00,2025-06-08 11:45:00,0,135.7,delivered
876,179,7,Alpin 876,2025-06-08 12:00:00,2025-06-08 12:00:00,0,105.8,delivered
877,179,7,Hanse 877,2025-06-08 13:00:00,2025-06-08 13:55:00,55,386.6,late
878,179,7,Rhein 878,2025-06-08 14:30:00,,,342.8,delivered
879,179,7,Main 879,2025-06-08 15:15:00,2025-06-08 14:55:00,-20,139.5,delivered
880,180,5,Südhandel 880,2025-06-06 09:45:00,2025-06-06 09:55:00,10,44.3,delivered
881,180,5,Westlog 881,2025-06-06 10:15:00,2025-06-06 11:10:00,55,101.4,late
882,180,5,Ostbau 882,2025-06-06 11:00:00,2025-06-06 10:55:00,-5,342.2,delivered
883,180,5,Alpin 883,2025-06-06 12:30:00,,,253.3,delivered
884,180,5,Hanse 884,2025-06-06 13:15:00,,,25.1,exception
885,181,8,Südhandel 885,2025-04-22 09:30:00,2025-04-22 10:25:00,55,140.8,late
886,181,8,Westlog 886,2025-04-22 10:00:00,2025-04-22 10:25:00,25,249.1,late
887,181,8,Ostbau 887,2025-04-22 11:15:00,2025-04-22 11:10:00,-5,50.1,delivered
888,181,8,Alpin 888,2025-04-22 12:30:00,2025-04-22 12:55:00,25,413.4,exception
889,182,6,Südhandel 889,2025-05-22 09:30:00,2025-05-22 09:10:00,-20,219.2,delivered
890,182,6,Westlog 890,2025-05-22 10:00:00,2025-05-22 10:00:00,0,187.3,delivered
891,182,6,Ostbau 891,2025-05-22 11:30:00,2025-05-22 12:25:00,55,126.4,delivered
892,182,6,Alpin 892,2025-05-22 12:15:00,2025-05-22 12:40:00,25,198.3,late
893,183,3,Südhandel 893,2025-06-26 09:45:00,2025-06-26 09:45:00,0,46.8,delivered
894,183,3,Westlog 894,2025-06-26 10:30:00,,,195.0,delivered
895,183,3,Ostbau 895,2025-06-26 11:30:00,,,224.3,late
896,184,1,Südhandel 896,2025-06-22 09:00:00,,,15.1,exception
897,184,1,Westlog 897,2025-06-22 10:00:00,2025-06-22 09:55:00,-5,79.3,delivered
898,184,1,Ostbau 898,2025-06-22 11:00:00,2025-06-22 10:40:00,-20,182.4,delivered
899,184,1,Alpin 899,2025-06-22 12:15:00,2025-06-22 13:10:00,55,77.9,delivered
900,185,8,Südhandel 900,2025-05-19 09:45:00,2025-05-19 09:40:00,-5,277.4,delivered
901,185,8,Westlog 901,2025-05-19 10:15:00,2025-05-19 10:15:00,0,267.3,delivered
902,185,8,Ostbau 902,2025-05-19 11:15:00,2025-05-19 11:40:00,25,265.8,late
903,185,8,Alpin 903,2025-05-19 12:00:00,2025-05-19 12:10:00,10,192.9,delivered
904,185,8,Hanse 904,2025-05-19 13:45:00,2025-05-19 13:45:00,0,95.0,delivered
905,185,8,Rhein 905,2025-05-19 14:15:00,2025-05-19 14:25:00,10,100.3,delivered
906,185,8,Main 906,2025-05-19 15:00:00,2025-05-19 14:40:00,-20,86.6,delivered
907,186,3,Südhandel 907,2025-06-23 09:30:00,2025-06-23 09:10:00,-20,262.1,delivered
908,186,3,Westlog 908,2025-06-23 10:00:00,2025-06-23 09:55:00,-5,108.1,delivered
909,186,3,Ostbau 909,2025-06-23 11:30:00,2025-06-23 12:25:00,55,356.0,delivered
910,186,3,Alpin 910,2025-06-23 12:15:00,2025-06-23 12:25:00,10,359.6,delivered
911,186,3,Hanse 911,2025-06-23 13:15:00,2025-06-23 13:15:00,0,290.6,delivered
912,186,3,Rhein 912,2025-06-23 14:30:00,2025-06-23 14:10:00,-20,54.4,delivered
913,187,2,Südhandel 913,2025-06-10 09:30:00,2025-06-10 09:55:00,25,192.1,late
914,187,2,Westlog 914,2025-06-10 10:15:00,2025-06-10 11:10:00,55,301.1,late
915,187,2,Ostbau 915,2025-06-10 11:15:00,2025-06-10 11:40:00,25,51.7,delivered
916,187,2,Alpin 916,2025-06-10 12:00:00,2025-06-10 11:40:00,-20,303.7,delivered
917,188,5,Südhandel 917,2025-05-16 09:45:00,2025-05-16 10:40:00,55,334.2,exception
918,188,5,Westlog 918,2025-05-16 10:00:00,,,260.3,delivered
919,188,5,Ostbau 919,2025-05-16 11:30:00,2025-05-16 11:40:00,10,73.5,delivered
920,188,5,Alpin 920,2025-05-16 12:45:00,2025-05-16 12:25:00,-20,373.2,delivered
921,188,5,Hanse 921,2025-05-16 13:30:00,2025-05-16 14:25:00,55,314.2,late
922,188,5,Rhein 922,2025-05-16 14:00:00,2025-05-16 14:00:00,0,337.6,delivered
923,188,5,Main 923,2025-05-16 15:30:00,2025-05-16 15:25:00,-5,190.8,delivered
924,189,6,Südhandel 924,2025-04-03 09:30:00,2025-04-03 09:25:00,-5,56.2,delivered
925,189,6,Westlog 925,2025-04-03 10:30:00,2025-04-03 11:25:00,55,198.9,late
926,189,6,Ostbau 926,2025-04-03 11:45:00,2025-04-03 12:10:00,25,48.8,late
927,189,6,Alpin 927,2025-04-03 12:15:00,2025-04-03 12:40:00,25,88.1,delivered
928,189,6,Hanse 928,2025-04-03 13:00:00,2025-04-03 13:00:00,0,83.7,delivered
929,189,6,Rhein 929,2025-04-03 14:30:00,2025-04-03 14:40:00,10,191.9,delivered
930,189,6,Main 930,2025-04-03 15:00:00,2025-04-03 15:55:00,55,179.9,exception
931,190,5,Südhandel 931,2025-04-21 09:30:00,2025-04-21 10:25:00,55,240.3,delivered
932,190,5,Westlog 932,2025-04-21 10:00:00,2025-04-21 10:00:00,0,278.7,delivered
933,190,5,Ostbau 933,2025-04-21 11:45:00,,,182.7,exception
934,190,5,Alpin 934,2025-04-21 12:00:00,2025-04-21 11:40:00,-20,186.3,delivered
935,190,5,Hanse 935,2025-04-21 13:15:00,2025-04-21 13:10:00,-5,22.0,delivered
936,190,5,Rhein 936,2025-04-21 14:00:00,,,289.0,exception
937,190,5,Main 937,2025-04-21 15:15:00,2025-04-21 16:10:00,55,207.5,late
938,191,1,Südhandel 938,2025-04-02 09:15:00,2025-04-02 09:40:00,25,369.9,delivered
939,191,1,Westlog 939,2025-04-02 10:15:00,2025-04-02 10:15:00,0,45.9,delivered
940,191,1,Ostbau 940,2025-04-02 11:45:00,2025-04-02 11:45:00,0,94.2,delivered
941,191,1,Alpin 941,2025-04-02 12:45:00,2025-04-02 12:55:00,10,315.4,delivered
942,191,1,Hanse 942,2025-04-02 13:00:00,2025-04-02 13:55:00,55,257.9,late
943,191,1,Rhein 943,2025-04-02 14:15:00,2025-04-02 14:40:00,25,18.7,exception
944,191,1,Main 944,2025-04-02 15:00:00,2025-04-02 14:55:00,-5,371.1,delivered
945,192,8,Südhandel 945,2025-04-14 09:45:00,2025-04-14 09:40:00,-5,411.8,delivered
946,192,8,Westlog 946,2025-04-14 10:15:00,2025-04-14 09:55:00,-20,177.4,delivered
947,192,8,Ostbau 947,2025-04-14 11:45:00,2025-04-14 11:55:00,10,156.4,delivered
948,192,8,Alpin 948,2025-04-14 12:30:00,,,238.4,exception
949,193,8,Südhandel 949,2025-05-14 09:45:00,2025-05-14 10:10:00,25,418.5,delivered
950,193,8,Westlog 950,2025-05-14 10:00:00,2025-05-14 10:00:00,0,209.9,delivered
951,193,8,Ostbau 951,2025-05-14 11:45:00,2025-05-14 11:55:00,10,172.5,delivered
952,194,7,Südhandel 952,2025-05-20 09:00:00,2025-05-20 09:10:00,10,328.2,delivered
953,194,7,Westlog 953,2025-05-20 10:30:00,2025-05-20 10:10:00,-20,50.4,delivered
954,194,7,Ostbau 954,2025-05-20 11:00:00,2025-05-20 11:10:00,10,399.2,delivered
955,194,7,Alpin 955,2025-05-20 12:30:00,2025-05-20 12:10:00,-20,409.4,delivered
956,194,7,Hanse 956,2025-05-20 13:00:00,2025-05-20 12:55:00,-5,360.5,delivered
957,194,7,Rhein 957,2025-05-20 14:15:00,2025-05-20 13:55:00,-20,159.2,delivered
958,194,7,Main 958,2025-05-20 15:00:00,2025-05-20 14:40:00,-20,191.2,delivered
