stop_id,route_id,shipment_id,seq,city,leg_km,dwell_min,arrived_at,departed_at
924,189,924,1,Frankfurt,38.1,4,2025-04-03 09:25:00,2025-04-03 09:29:00
925,189,925,2,Stuttgart,30.1,35,2025-04-03 11:25:00,2025-04-03 12:00:00
926,189,926,3,Frankfurt,23.3,13,2025-04-03 12:10:00,2025-04-03 12:23:00
927,189,927,4,Hamburg,47.8,25,2025-04-03 12:40:00,2025-04-03 13:05:00
928,189,928,5,München,27.3,25,2025-04-03 13:00:00,2025-04-03 13:25:00
929,189,929,6,München,9.6,4,2025-04-03 14:40:00,2025-04-03 14:44:00
930,189,930,7,Hamburg,4.8,23,2025-04-03 15:55:00,2025-04-03 16:18:00
931,190,931,1,Frankfurt,22.0,31,2025-04-21 10:25:00,2025-04-21 10:56:00
932,190,932,2,München,17.1,23,2025-04-21 10:00:00,2025-04-21 10:23:00
933,190,933,3,Köln,17.8,16,2025-04-21 12:10:00,2025-04-21 12:26:00
934,190,934,4,Frankfurt,32.2,35,2025-04-21 11:40:00,2025-04-21 12:15:00
935,190,935,5,Köln,43.6,31,2025-04-21 13:10:00,2025-04-21 13:41:00
936,190,936,6,Leipzig,19.2,16,2025-04-21 13:40:00,2025-04-21 13:56:00
937,190,937,7,Hamburg,36.6,17,2025-04-21 16:10:00,2025-04-21 16:27:00
938,191,938,1,München,12.1,34,2025-04-02 09:40:00,2025-04-02 10:14:00
939,191,939,2,München,40.9,17,2025-04-02 10:15:00,2025-04-02 10:32:00
940,191,940,3,Hamburg,46.9,7,2025-04-02 11:45:00,2025-04-02 11:52:00
941,191,941,4,Stuttgart,25.0,32,2025-04-02 12:55:00,2025-04-02 13:27:00
942,191,942,5,Stuttgart,28.0,33,2025-04-02 13:55:00,2025-04-02 14:28:00
943,191,943,6,Stuttgart,32.9,20,2025-04-02 14:40:00,2025-04-02 15:00:00
944,191,944,7,Leipzig,13.4,16,2025-04-02 14:55:00,2025-04-02 15:11:00
945,192,945,1,Stuttgart,46.2,16,2025-04-14 09:40:00,2025-04-14 09:56:00
946,192,946,2,Köln,28.7,24,2025-04-14 09:55:00,2025-04-14 10:19:00
947,192,947,3,Frankfurt,33.0,14,2025-04-14 11:55:00,2025-04-14 12:09:00
948,192,948,4,Frankfurt,34.5,18,2025-04-14 13:25:00,2025-04-14 13:43:00
949,193,949,1,Köln,41.1,30,2025-05-14 10:10:00,2025-05-14 10:40:00
950,193,950,2,Leipzig,30.3,15,2025-05-14 10:00:00,2025-05-14 10:15:00
951,193,951,3,Leipzig,42.2,14,2025-05-14 11:55:00,2025-05-14 12:09:00
952,194,952,1,Stuttgart,25.1,4,2025-05-20 09:10:00,2025-05-20 09:14:00
953,194,953,2,Leipzig,13.8,21,2025-05-20 10:10:00,2025-05-20 10:31:00
954,194,954,3,Frankfurt,46.7,27,2025-05-20 11:10:00,2025-05-20 11:37:00
955,194,955,4,München,32.3,33,2025-05-20 12:10:00,2025-05-20 12:43:00
956,194,956,5,Hamburg,25.6,23,2025-05-20 12:55:00,2025-05-20 13:18:00
957,194,957,6,München,23.4,23,2025-05-20 13:55:00,2025-05-20 14:18:00
958,194,958,7,Köln,10.4,25,2025-05-20 14:40:00,2025-05-20 15:05:00
