stop_nr,tour_nr,send_nr,lfd,ort,etappe_km,standzeit_min,ankunft,abfahrt
924,236,924,2,Stuttgart,25.8,12,2025-04-27 09:00:00,2025-04-27 09:12:00
925,236,925,3,Berlin,17.9,29,2025-04-27 10:45:00,2025-04-27 11:14:00
926,237,926,1,Frankfurt,48.7,34,2025-04-20 09:00:00,2025-04-20 09:34:00
927,237,927,2,Berlin,28.3,37,2025-04-20 09:10:00,2025-04-20 09:47:00
928,237,928,3,Leipzig,15.2,30,2025-04-20 10:15:00,2025-04-20 10:45:00
929,237,929,4,Stuttgart,37.6,34,2025-04-20 11:25:00,2025-04-20 11:59:00
930,238,930,1,Frankfurt,35.9,3,2025-03-24 08:40:00,2025-03-24 08:43:00
931,238,931,2,Frankfurt,52.3,32,2025-03-24 09:38:00,2025-03-24 10:10:00
932,239,932,1,Hamburg,36.0,35,2025-03-24 08:18:00,2025-03-24 08:53:00
933,239,933,2,Berlin,36.4,11,2025-03-24 10:30:00,2025-03-24 10:41:00
934,239,934,3,Frankfurt,13.4,9,2025-03-24 10:10:00,2025-03-24 10:19:00
935,239,935,4,Berlin,17.2,6,2025-03-24 11:10:00,2025-03-24 11:16:00
936,239,936,5,Leipzig,52.7,39,2025-03-24 12:10:00,2025-03-24 12:49:00
937,239,937,6,Frankfurt,34.9,27,2025-03-24 12:55:00,2025-03-24 13:22:00
938,240,938,1,Stuttgart,42.9,39,2025-03-09 09:50:00,2025-03-09 10:29:00
939,240,939,2,Hamburg,8.0,28,2025-03-09 09:38:00,2025-03-09 10:06:00
940,241,940,1,Köln,13.1,8,2025-05-01 09:40:00,2025-05-01 09:48:00
941,241,941,2,Frankfurt,16.6,33,2025-05-01 09:45:00,2025-05-01 10:18:00
942,241,942,3,Berlin,14.3,30,2025-05-01 10:20:00,2025-05-01 10:50:00
943,241,943,4,Leipzig,32.8,10,2025-05-01 11:28:00,2025-05-01 11:38:00
944,241,944,5,München,54.8,14,2025-05-01 12:38:00,2025-05-01 12:52:00
945,242,945,1,Frankfurt,38.5,31,2025-01-11 08:25:00,2025-01-11 08:56:00
946,242,946,2,Stuttgart,48.4,28,2025-01-11 09:28:00,2025-01-11 09:56:00
947,242,947,3,Frankfurt,35.6,33,2025-01-11 10:20:00,2025-01-11 10:53:00
948,242,948,4,Frankfurt,17.6,4,2025-01-11 11:45:00,2025-01-11 11:49:00
949,243,949,1,München,6.6,35,2025-03-28 08:40:00,2025-03-28 09:15:00
950,243,950,2,Hamburg,21.6,32,2025-03-28 10:40:00,2025-03-28 11:12:00
951,243,951,3,Frankfurt,21.7,12,2025-03-28 11:50:00,2025-03-28 12:02:00
952,243,952,4,Frankfurt,51.0,8,2025-03-28 11:20:00,2025-03-28 11:28:00
953,243,953,5,Stuttgart,12.7,4,2025-03-28 12:05:00,2025-03-28 12:09:00
954,244,954,1,Köln,36.0,33,2025-03-25 09:50:00,2025-03-25 10:23:00
955,244,955,2,Hamburg,13.2,10,2025-03-25 09:18:00,2025-03-25 09:28:00
956,244,956,3,Leipzig,32.4,29,2025-03-25 11:30:00,2025-03-25 11:59:00
957,244,957,4,Köln,5.9,13,2025-03-25 12:40:00,2025-03-25 12:53:00
958,245,958,1,Köln,14.6,19,2025-01-21 08:45:00,2025-01-21 09:04:00
959,245,959,2,München,22.8,38,2025-01-21 09:38:00,2025-01-21 10:16:00
960,245,960,3,Frankfurt,15.5,13,2025-01-21 10:58:00,2025-01-21 11:11:00
961,245,961,4,Leipzig,54.9,36,2025-01-21 11:28:00,2025-01-21 12:04:00
962,245,962,5,Frankfurt,20.0,35,2025-01-21 12:10:00,2025-01-21 12:45:00
963,246,963,1,Berlin,16.6,39,2025-05-07 08:05:00,2025-05-07 08:44:00
964,246,964,2,Köln,43.8,6,2025-05-07 09:58:00,2025-05-07 10:04:00
965,246,965,3,Leipzig,33.1,3,2025-05-07 10:25:00,2025-05-07 10:28:00
966,247,966,1,Hamburg,54.6,24,2025-02-01 08:20:00,2025-02-01 08:44:00
967,247,967,2,Frankfurt,53.7,31,2025-02-01 09:45:00,2025-02-01 10:16:00
968,248,968,1,Hamburg,7.6,9,2025-04-22 09:00:00,2025-04-22 09:09:00
969,248,969,2,Berlin,42.5,10,2025-04-22 09:40:00,2025-04-22 09:50:00
970,248,970,3,Hamburg,10.2,9,2025-04-22 10:05:00,2025-04-22 10:14:00
971,248,971,4,München,23.7,8,2025-04-22 11:25:00,2025-04-22 11:33:00
972,248,972,5,München,26.0,27,2025-04-22 12:40:00,2025-04-22 13:07:00
973,249,973,1,Berlin,37.4,12,2025-02-07 08:40:00,2025-02-07 08:52:00
974,249,974,2,Hamburg,14.9,25,2025-02-07 10:20:00,2025-02-07 10:45:00
975,250,975,1,Berlin,10.4,32,2025-01-22 08:10:00,2025-01-22 08:42:00
976,250,976,2,Berlin,12.8,27,2025-01-22 09:50:00,2025-01-22 10:17:00
977,250,977,3,München,46.2,33,2025-01-22 11:20:00,2025-01-22 11:53:00
978,250,978,4,Stuttgart,39.0,15,2025-01-22 11:20:00,2025-01-22 11:35:00
979,250,979,5,Frankfurt,36.6,26,2025-01-22 12:05:00,2025-01-22 12:31:00
980,250,980,6,Hamburg,50.7,22,2025-01-22 13:25:00,2025-01-22 13:47:00
981,251,981,1,Stuttgart,25.6,4,2025-05-01 08:58:00,2025-05-01 09:02:00
982,251,982,2,Berlin,9.8,35,2025-05-01 09:45:00,2025-05-01 10:20:00
983,251,983,3,Hamburg,51.4,37,2025-05-01 11:50:00,2025-05-01 12:27:00
984,252,984,1,Leipzig,43.7,24,2025-04-11 09:30:00,2025-04-11 09:54:00
985,252,985,2,Berlin,29.5,28,2025-04-11 08:55:00,2025-04-11 09:23:00
986,252,986,3,München,53.0,37,2025-04-11 10:20:00,2025-04-11 10:57:00
987,252,987,4,Leipzig,15.4,6,2025-04-11 12:40:00,2025-04-11 12:46:00
988,252,988,5,Frankfurt,5.3,40,2025-04-11 12:18:00,2025-04-11 12:58:00
989,253,989,1,Köln,20.5,16,2025-04-15 09:30:00,2025-04-15 09:46:00
990,253,990,2,Köln,11.1,14,2025-04-15 09:28:00,2025-04-15 09:42:00
991,253,991,3,Leipzig,19.1,29,2025-04-15 10:18:00,2025-04-15 10:47:00
992,253,992,4,Stuttgart,25.4,30,2025-04-15 11:25:00,2025-04-15 11:55:00
993,253,993,5,Hamburg,16.5,8,2025-04-15 12:38:00,2025-04-15 12:46:00
994,254,994,1,Stuttgart,3.5,15,2025-01-25 08:00:00,2025-01-25 08:15:00
995,254,995,2,Hamburg,38.8,20,2025-01-25 08:45:00,2025-01-25 09:05:00
996,255,996,1,Köln,26.8,6,2025-02-05 09:50:00,2025-02-05 09:56:00
997,255,997,2,Hamburg,5.5,12,2025-02-05 09:25:00,2025-02-05 09:37:00
998,256,998,1,Berlin,14.8,18,2025-01-30 08:50:00,2025-01-30 09:08:00
999,256,999,2,Köln,29.9,18,2025-01-30 10:40:00,2025-01-30 10:58:00
1000,256,1000,3,Köln,41.5,11,2025-01-30 10:00:00,2025-01-30 10:11:00
1001,256,1001,4,Berlin,33.0,7,2025-01-30 10:45:00,2025-01-30 10:52:00
1002,257,1002,1,Stuttgart,27.3,40,2025-02-15 08:10:00,2025-02-15 08:50:00
1003,257,1003,2,Berlin,25.6,11,2025-02-15 09:50:00,2025-02-15 10:01:00
1004,257,1004,3,Köln,36.0,17,2025-02-15 10:25:00,2025-02-15 10:42:00
1005,257,1005,4,Frankfurt,4.7,40,2025-02-15 12:40:00,2025-02-15 13:20:00
1006,257,1006,5,Leipzig,40.8,25,2025-02-15 12:18:00,2025-02-15 12:43:00
1007,257,1007,6,Frankfurt,39.7,10,2025-02-15 12:55:00,2025-02-15 13:05:00
1008,258,1008,1,Berlin,10.2,39,2025-05-04 08:40:00,2025-05-04 09:19:00
1009,258,1009,2,Leipzig,40.8,5,2025-05-04 10:30:00,2025-05-04 10:35:00
1010,258,1010,3,Köln,53.8,25,2025-05-04 09:55:00,2025-05-04 10:20:00
1011,258,1011,4,Hamburg,17.8,33,2025-05-04 11:15:00,2025-05-04 11:48:00
1012,258,1012,5,Leipzig,30.0,18,2025-05-04 12:20:00,2025-05-04 12:38:00
1013,258,1013,6,Hamburg,39.8,38,2025-05-04 13:40:00,2025-05-04 14:18:00
1014,259,1014,1,Berlin,45.3,6,2025-05-10 08:38:00,2025-05-10 08:44:00
1015,259,1015,2,Hamburg,11.4,7,2025-05-10 09:38:00,2025-05-10 09:45:00
1016,259,1016,3,Frankfurt,52.6,11,2025-05-10 10:38:00,2025-05-10 10:49:00
1017,260,1017,1,München,39.2,25,2025-02-07 08:58:00,2025-02-07 09:23:00
1018,260,1018,2,Berlin,43.2,4,2025-02-07 08:55:00,2025-02-07 08:59:00
1019,260,1019,3,Frankfurt,44.3,24,2025-02-07 10:10:00,2025-02-07 10:34:00
1020,261,1020,1,München,10.7,7,2025-05-05 10:10:00,2025-05-05 10:17:00
1021,261,1021,2,München,17.1,29,2025-05-05 10:40:00,2025-05-05 11:09:00
1022,261,1022,3,Berlin,28.0,8,2025-05-05 10:05:00,2025-05-05 10:13:00
1023,262,1023,1,Stuttgart,16.3,31,2025-03-15 07:45:00,2025-03-15 08:16:00
1024,262,1024,2,Frankfurt,20.5,20,2025-03-15 09:15:00,2025-03-15 09:35:00
1025,262,1025,3,Stuttgart,34.8,26,2025-03-15 10:25:00,2025-03-15 10:51:00
1026,262,1026,4,Leipzig,28.1,10,2025-03-15 11:50:00,2025-03-15 12:00:00
1027,262,1027,5,Berlin,35.8,39,2025-03-15 12:40:00,2025-03-15 13:19:00
1028,263,1028,1,Stuttgart,3.4,18,2025-05-02 08:05:00,2025-05-02 08:23:00
1029,263,1029,2,Hamburg,11.9,24,2025-05-02 09:25:00,2025-05-02 09:49:00
1030,263,1030,3,München,25.5,11,2025-05-02 11:50:00,2025-05-02 12:01:00
1031,263,1031,4,Hamburg,38.6,19,2025-05-02 11:25:00,2025-05-02 11:44:00
1032,263,1032,5,Frankfurt,20.0,23,2025-05-02 13:20:00,2025-05-02 13:43:00
1033,263,1033,6,Frankfurt,47.4,6,2025-05-02 13:40:00,2025-05-02 13:46:00
1034,264,1034,1,Berlin,28.8,37,2025-01-26 08:25:00,2025-01-26 09:02:00
1035,264,1035,2,Berlin,49.2,34,2025-01-26 09:28:00,2025-01-26 10:02:00
1036,264,1036,3,Köln,38.9,8,2025-01-26 10:58:00,2025-01-26 11:06:00
1037,264,1037,4,Berlin,54.4,29,2025-01-26 13:10:00,2025-01-26 13:39:00
1038,264,1038,5,München,44.5,9,2025-01-26 12:00:00,2025-01-26 12:09:00
1039,265,1039,1,Berlin,54.9,32,2025-02-04 08:05:00,2025-02-04 08:37:00
1040,265,1040,2,Stuttgart,10.9,24,2025-02-04 10:30:00,2025-02-04 10:54:00
1041,265,1041,3,Stuttgart,44.2,13,2025-02-04 09:45:00,2025-02-04 09:58:00
1042,265,1042,4,Frankfurt,17.2,25,2025-02-04 11:40:00,2025-02-04 12:05:00
1043,265,1043,5,Leipzig,28.6,27,2025-02-04 14:10:00,2025-02-04 14:37:00
1044,266,1044,1,Leipzig,37.9,32,2025-04-27 08:18:00,2025-04-27 08:50:00
1045,266,1045,2,Leipzig,26.9,31,2025-04-27 10:30:00,2025-04-27 11:01:00
1046,266,1046,3,Köln,40.6,7,2025-04-27 10:38:00,2025-04-27 10:45:00
1047,266,1047,4,Frankfurt,28.4,7,2025-04-27 11:25:00,2025-04-27 11:32:00
1048,267,1048,1,Leipzig,18.5,33,2025-02-13 08:10:00,2025-02-13 08:43:00
1049,267,1049,2,Leipzig,13.3,15,2025-02-13 09:45:00,2025-02-13 10:00:00
1050,267,1050,3,Hamburg,45.4,32,2025-02-13 10:00:00,2025-02-13 10:32:00
1051,268,1051,1,Köln,22.7,26,2025-03-01 08:50:00,2025-03-01 09:16:00
1052,268,1052,2,München,44.5,21,2025-03-01 11:10:00,2025-03-01 11:31:00
1053,268,1053,3,Leipzig,50.8,18,2025-03-01 09:55:00,2025-03-01 10:13:00
1054,268,1054,4,Berlin,48.9,22,2025-03-01 11:05:00,2025-03-01 11:27:00
1055,268,1055,5,Köln,44.3,26,2025-03-01 13:30:00,2025-03-01 13:56:00
1056,268,1056,6,Stuttgart,3.3,39,2025-03-01 13:05:00,2025-03-01 13:44:00
1057,269,1057,1,Frankfurt,20.9,4,2025-02-11 08:25:00,2025-02-11 08:29:00
1058,269,1058,2,Leipzig,16.8,17,2025-02-11 08:55:00,2025-02-11 09:12:00
1059,269,1059,3,Stuttgart,24.6,14,2025-02-11 11:40:00,2025-02-11 11:54:00
1060,269,1060,4,Leipzig,51.5,14,2025-02-11 11:15:00,2025-02-11 11:29:00
1061,269,1061,5,Hamburg,52.3,15,2025-02-11 12:05:00,2025-02-11 12:20:00
1062,269,1062,6,Stuttgart,19.8,4,2025-02-11 13:38:00,2025-02-11 13:42:00
1063,270,1063,1,Frankfurt,21.8,18,2025-03-05 08:38:00,2025-03-05 08:56:00
1064,270,1064,2,München,43.1,23,2025-03-05 09:58:00,2025-03-05 10:21:00
1065,270,1065,3,Köln,28.1,13,2025-03-05 10:10:00,2025-03-05 10:23:00
1066,270,1066,4,Stuttgart,13.7,16,2025-03-05 11:40:00,2025-03-05 11:56:00
1067,271,1067,1,Köln,50.8,24,2025-03-22 09:40:00,2025-03-22 10:04:00
1068,271,1068,2,Leipzig,39.6,35,2025-03-22 09:25:00,2025-03-22 10:00:00
1069,272,1069,1,Hamburg,46.3,32,2025-04-07 08:10:00,2025-04-07 08:42:00
1070,272,1070,2,München,26.2,37,2025-04-07 10:40:00,2025-04-07 11:17:00
1071,272,1071,3,Frankfurt,32.1,33,2025-04-07 10:18:00,2025-04-07 10:51:00
1072,272,1072,4,Berlin,25.5,36,2025-04-07 11:28:00,2025-04-07 12:04:00
1073,273,1073,1,Hamburg,39.5,32,2025-01-23 07:55:00,2025-01-23 08:27:00
1074,273,1074,2,Frankfurt,5.7,30,2025-01-23 09:00:00,2025-01-23 09:30:00
1075,273,1075,3,Hamburg,31.7,32,2025-01-23 10:28:00,2025-01-23 11:00:00
1076,273,1076,4,Frankfurt,7.4,13,2025-01-23 11:38:00,2025-01-23 11:51:00
1077,274,1077,1,Köln,50.5,27,2025-01-28 09:00:00,2025-01-28 09:27:00
1078,274,1078,2,Berlin,29.3,4,2025-01-28 09:58:00,2025-01-28 10:02:00
1079,274,1079,3,München,50.2,15,2025-01-28 11:30:00,2025-01-28 11:45:00
1080,274,1080,4,Hamburg,53.7,32,2025-01-28 12:40:00,2025-01-28 13:12:00
1081,274,1081,5,Frankfurt,45.6,28,2025-01-28 12:38:00,2025-01-28 13:06:00
1082,274,1082,6,Berlin,46.6,17,2025-01-28 14:50:00,2025-01-28 15:07:00
1083,275,1083,1,Frankfurt,23.5,15,2025-03-18 08:18:00,2025-03-18 08:33:00
1084,275,1084,2,Leipzig,22.9,24,2025-03-18 10:50:00,2025-03-18 11:14:00
1085,275,1085,3,Hamburg,18.6,38,2025-03-18 10:00:00,2025-03-18 10:38:00
1086,275,1086,4,Leipzig,52.8,39,2025-03-18 10:45:00,2025-03-18 11:24:00
1087,275,1087,5,Frankfurt,36.2,25,2025-03-18 13:50:00,2025-03-18 14:15:00
1088,275,1088,6,Berlin,53.9,12,2025-03-18 12:55:00,2025-03-18 13:07:00
1089,276,1089,1,Hamburg,18.3,20,2025-01-22 08:28:00,2025-01-22 08:48:00
1090,276,1090,2,Hamburg,10.9,4,2025-01-22 09:28:00,2025-01-22 09:32:00
1091,276,1091,3,Leipzig,30.0,12,2025-01-22 11:30:00,2025-01-22 11:42:00
1092,276,1092,4,Leipzig,19.8,40,2025-01-22 11:50:00,2025-01-22 12:30:00
1093,276,1093,5,München,9.6,28,2025-01-22 12:00:00,2025-01-22 12:28:00
1094,277,1094,1,Hamburg,28.9,26,2025-03-18 08:50:00,2025-03-18 09:16:00
1095,277,1095,2,Leipzig,10.3,11,2025-03-18 10:50:00,2025-03-18 11:01:00
1096,277,1096,3,Köln,48.4,11,2025-03-18 10:38:00,2025-03-18 10:49:00
1097,278,1097,1,Stuttgart,41.6,36,2025-02-05 09:00:00,2025-02-05 09:36:00
1098,278,1098,2,Köln,7.8,31,2025-02-05 11:10:00,2025-02-05 11:41:00
1099,278,1099,3,Hamburg,52.4,17,2025-02-05 11:50:00,2025-02-05 12:07:00
1100,278,1100,4,Berlin,28.1,15,2025-02-05 11:28:00,2025-02-05 11:43:00
1101,279,1101,1,München,20.6,20,2025-02-11 09:40:00,2025-02-11 10:00:00
1102,279,1102,2,Köln,48.4,6,2025-02-11 09:05:00,2025-02-11 09:11:00
1103,279,1103,3,Stuttgart,14.4,24,2025-02-11 09:55:00,2025-02-11 10:19:00
1104,279,1104,4,Berlin,6.6,35,2025-02-11 11:18:00,2025-02-11 11:53:00
1105,280,1105,1,Leipzig,16.1,17,2025-01-15 09:00:00,2025-01-15 09:17:00
1106,280,1106,2,Leipzig,29.4,27,2025-01-15 09:05:00,2025-01-15 09:32:00
1107,280,1107,3,Leipzig,13.5,16,2025-01-15 11:30:00,2025-01-15 11:46:00
1108,280,1108,4,Frankfurt,21.2,8,2025-01-15 11:50:00,2025-01-15 11:58:00
1109,280,1109,5,Hamburg,44.7,39,2025-01-15 12:40:00,2025-01-15 13:19:00
1110,280,1110,6,München,43.3,22,2025-01-15 14:40:00,2025-01-15 15:02:00
