send_nr,tour_nr,nl_id,empf,soll_ts,ist_ts,versp_min,gew_kg,stat_txt
859,218,1,Empf 859,2025-04-15 08:10:00,2025-04-15 08:10:00,0,257.9,zugestellt
860,218,1,Empf 860,2025-04-15 09:40:00,2025-04-15 11:10:00,90,295.0,verspätet
861,218,1,Empf 861,2025-04-15 10:40:00,2025-04-15 10:58:00,18,156.6,zugestellt
862,218,1,Empf 862,2025-04-15 11:40:00,,,341.2,verspätet
863,219,8,Empf 863,2025-03-16 08:20:00,2025-03-16 08:25:00,5,181.4,zugestellt
864,219,8,Empf 864,2025-03-16 09:40:00,2025-03-16 09:25:00,-15,415.4,zugestellt
865,219,8,Empf 865,2025-03-16 10:10:00,2025-03-16 09:55:00,-15,313.9,zugestellt
866,220,3,Empf 866,2025-05-09 08:40:00,2025-05-09 10:10:00,90,134.0,verspätet
867,220,3,Empf 867,2025-05-09 09:00:00,2025-05-09 10:30:00,90,219.9,fehl
868,220,3,Empf 868,2025-05-09 10:40:00,2025-05-09 12:10:00,90,292.5,unterwegs
869,220,3,Empf 869,2025-05-09 11:20:00,2025-05-09 11:25:00,5,360.7,zugestellt
870,220,3,Empf 870,2025-05-09 12:00:00,2025-05-09 12:18:00,18,405.5,zugestellt
871,221,4,Empf 871,2025-03-05 08:00:00,2025-03-05 08:18:00,18,148.5,zugestellt
872,221,4,Empf 872,2025-03-05 09:00:00,2025-03-05 08:45:00,-15,68.3,zugestellt
873,221,4,Empf 873,2025-03-05 10:40:00,2025-03-05 10:58:00,18,443.3,zugestellt
874,221,4,Empf 874,2025-03-05 11:10:00,2025-03-05 11:50:00,40,316.6,verspätet
875,222,7,Empf 875,2025-02-03 08:00:00,2025-02-03 08:40:00,40,61.2,verspätet
876,222,7,Empf 876,2025-02-03 09:10:00,,,477.9,verspätet
877,222,7,Empf 877,2025-02-03 10:40:00,,,147.3,unterwegs
878,223,6,Empf 878,2025-03-09 08:40:00,2025-03-09 08:40:00,0,281.9,zugestellt
879,223,6,Empf 879,2025-03-09 09:10:00,2025-03-09 10:40:00,90,338.8,unterwegs
880,224,1,Empf 880,2025-04-03 08:10:00,2025-04-03 08:50:00,40,287.0,fehl
881,224,1,Empf 881,2025-04-03 09:40:00,2025-04-03 09:40:00,0,167.7,zugestellt
882,224,1,Empf 882,2025-04-03 10:20:00,2025-04-03 10:25:00,5,386.1,zugestellt
883,225,6,Empf 883,2025-01-24 08:10:00,2025-01-24 09:40:00,90,453.1,verspätet
884,225,6,Empf 884,2025-01-24 09:20:00,2025-01-24 10:50:00,90,263.3,fehl
885,225,6,Empf 885,2025-01-24 10:40:00,2025-01-24 10:25:00,-15,381.5,zugestellt
886,225,6,Empf 886,2025-01-24 11:00:00,2025-01-24 11:05:00,5,273.5,zugestellt
887,226,4,Empf 887,2025-04-20 08:40:00,2025-04-20 08:58:00,18,209.4,zugestellt
888,226,4,Empf 888,2025-04-20 09:20:00,2025-04-20 10:00:00,40,472.4,verspätet
889,226,4,Empf 889,2025-04-20 10:00:00,2025-04-20 10:18:00,18,484.2,zugestellt
890,226,4,Empf 890,2025-04-20 11:10:00,2025-04-20 11:15:00,5,483.0,zugestellt
891,226,4,Empf 891,2025-04-20 12:40:00,2025-04-20 12:58:00,18,194.3,zugestellt
892,226,4,Empf 892,2025-04-20 13:20:00,2025-04-20 13:20:00,0,200.0,zugestellt
893,227,8,Empf 893,2025-04-29 08:00:00,2025-04-29 07:45:00,-15,138.6,zugestellt
894,227,8,Empf 894,2025-04-29 09:20:00,2025-04-29 09:38:00,18,23.2,zugestellt
895,228,6,Empf 895,2025-04-01 08:20:00,2025-04-01 09:50:00,90,225.8,fehl
896,228,6,Empf 896,2025-04-01 09:40:00,2025-04-01 09:40:00,0,428.5,zugestellt
897,228,6,Empf 897,2025-04-01 10:10:00,2025-04-01 09:55:00,-15,171.8,zugestellt
898,228,6,Empf 898,2025-04-01 11:00:00,,,237.4,fehl
899,229,8,Empf 899,2025-04-11 08:10:00,,,362.3,verspätet
900,229,8,Empf 900,2025-04-11 09:40:00,2025-04-11 10:20:00,40,229.3,verspätet
901,229,8,Empf 901,2025-04-11 10:40:00,2025-04-11 10:40:00,0,442.8,zugestellt
902,229,8,Empf 902,2025-04-11 11:10:00,2025-04-11 12:40:00,90,69.7,unterwegs
903,230,2,Empf 903,2025-05-04 08:20:00,2025-05-04 08:05:00,-15,112.1,zugestellt
904,230,2,Empf 904,2025-05-04 09:00:00,2025-05-04 10:30:00,90,332.7,verspätet
905,230,2,Empf 905,2025-05-04 10:20:00,2025-05-04 11:00:00,40,154.0,verspätet
906,230,2,Empf 906,2025-05-04 11:00:00,2025-05-04 11:00:00,0,283.0,zugestellt
907,231,8,Empf 907,2025-02-14 08:10:00,2025-02-14 08:10:00,0,371.7,zugestellt
908,231,8,Empf 908,2025-02-14 09:00:00,2025-02-14 08:45:00,-15,448.2,zugestellt
909,231,8,Empf 909,2025-02-14 10:00:00,2025-02-14 10:40:00,40,358.7,verspätet
910,231,8,Empf 910,2025-02-14 11:10:00,2025-02-14 11:10:00,0,414.5,zugestellt
911,231,8,Empf 911,2025-02-14 12:10:00,2025-02-14 11:55:00,-15,420.5,zugestellt
912,232,10,Empf 912,2025-03-13 08:00:00,2025-03-13 09:30:00,90,308.6,unterwegs
913,232,10,Empf 913,2025-03-13 09:40:00,2025-03-13 11:10:00,90,252.9,verspätet
914,233,6,Empf 914,2025-03-03 08:20:00,2025-03-03 08:25:00,5,12.2,zugestellt
915,233,6,Empf 915,2025-03-03 09:40:00,2025-03-03 09:58:00,18,95.0,zugestellt
916,233,6,Empf 916,2025-03-03 10:10:00,2025-03-03 10:28:00,18,175.6,zugestellt
917,234,10,Empf 917,2025-02-21 08:20:00,,,358.2,unterwegs
918,234,10,Empf 918,2025-02-21 09:20:00,,,288.0,unterwegs
919,234,10,Empf 919,2025-02-21 10:10:00,2025-02-21 10:28:00,18,174.2,zugestellt
920,235,4,Empf 920,2025-04-13 08:20:00,2025-04-13 09:50:00,90,368.4,fehl
921,235,4,Empf 921,2025-04-13 09:40:00,2025-04-13 10:20:00,40,146.2,fehl
922,235,4,Empf 922,2025-04-13 10:40:00,2025-04-13 10:58:00,18,295.8,zugestellt
923,236,4,Empf 923,2025-04-27 08:40:00,2025-04-27 08:58:00,18,449.6,zugestellt
924,236,4,Empf 924,2025-04-27 09:00:00,2025-04-27 09:00:00,0,316.2,zugestellt
925,236,4,Empf 925,2025-04-27 10:40:00,2025-04-27 10:45:00,5,468.2,zugestellt
926,237,4,Empf 926,2025-04-20 08:20:00,2025-04-20 09:00:00,40,222.7,verspätet
927,237,4,Empf 927,2025-04-20 09:10:00,2025-04-20 09:10:00,0,383.0,zugestellt
928,237,4,Empf 928,2025-04-20 10:10:00,2025-04-20 10:15:00,5,124.7,zugestellt
929,237,4,Empf 929,2025-04-20 11:20:00,2025-04-20 11:25:00,5,31.1,zugestellt
930,238,4,Empf 930,2025-03-24 08:00:00,2025-03-24 08:40:00,40,141.3,fehl
931,238,4,Empf 931,2025-03-24 09:20:00,2025-03-24 09:38:00,18,397.9,zugestellt
932,239,5,Empf 932,2025-03-24 08:00:00,2025-03-24 08:18:00,18,332.3,zugestellt
933,239,5,Empf 933,2025-03-24 09:00:00,2025-03-24 10:30:00,90,353.0,unterwegs
934,239,5,Empf 934,2025-03-24 10:10:00,,,46.2,fehl
935,239,5,Empf 935,2025-03-24 11:10:00,,,157.9,unterwegs
936,239,5,Empf 936,2025-03-24 12:10:00,2025-03-24 12:10:00,0,121.8,zugestellt
937,239,5,Empf 937,2025-03-24 13:10:00,2025-03-24 12:55:00,-15,466.5,zugestellt
938,240,4,Empf 938,2025-03-09 08:20:00,2025-03-09 09:50:00,90,172.4,unterwegs
939,240,4,Empf 939,2025-03-09 09:20:00,2025-03-09 09:38:00,18,340.7,zugestellt
940,241,9,Empf 940,2025-05-01 08:10:00,,,211.6,unterwegs
941,241,9,Empf 941,2025-05-01 09:40:00,2025-05-01 09:45:00,5,102.7,zugestellt
942,241,9,Empf 942,2025-05-01 10:20:00,,,104.8,unterwegs
943,241,9,Empf 943,2025-05-01 11:10:00,2025-05-01 11:28:00,18,184.7,zugestellt
944,241,9,Empf 944,2025-05-01 12:20:00,2025-05-01 12:38:00,18,369.3,zugestellt
945,242,2,Empf 945,2025-01-11 08:40:00,2025-01-11 08:25:00,-15,409.7,zugestellt
946,242,2,Empf 946,2025-01-11 09:10:00,,,192.8,fehl
947,242,2,Empf 947,2025-01-11 10:20:00,2025-01-11 10:20:00,0,154.9,zugestellt
948,242,2,Empf 948,2025-01-11 11:40:00,2025-01-11 11:45:00,5,11.1,zugestellt
949,243,9,Empf 949,2025-03-28 08:00:00,2025-03-28 08:40:00,40,288.2,unterwegs
950,243,9,Empf 950,2025-03-28 09:10:00,2025-03-28 10:40:00,90,133.8,verspätet
951,243,9,Empf 951,2025-03-28 10:20:00,2025-03-28 11:50:00,90,23.9,unterwegs
952,243,9,Empf 952,2025-03-28 11:20:00,2025-03-28 11:20:00,0,69.1,zugestellt
953,243,9,Empf 953,2025-03-28 12:00:00,2025-03-28 12:05:00,5,410.1,zugestellt
954,244,8,Empf 954,2025-03-25 08:20:00,2025-03-25 09:50:00,90,37.8,unterwegs
955,244,8,Empf 955,2025-03-25 09:00:00,2025-03-25 09:18:00,18,144.3,zugestellt
956,244,8,Empf 956,2025-03-25 10:00:00,2025-03-25 11:30:00,90,179.1,fehl
957,244,8,Empf 957,2025-03-25 11:10:00,,,230.6,verspätet
958,245,8,Empf 958,2025-01-21 08:40:00,2025-01-21 08:45:00,5,101.6,zugestellt
959,245,8,Empf 959,2025-01-21 09:20:00,2025-01-21 09:38:00,18,336.7,zugestellt
960,245,8,Empf 960,2025-01-21 10:40:00,,,495.0,verspätet
961,245,8,Empf 961,2025-01-21 11:10:00,2025-01-21 11:28:00,18,209.7,zugestellt
962,245,8,Empf 962,2025-01-21 12:10:00,,,130.6,verspätet
963,246,3,Empf 963,2025-05-07 08:00:00,2025-05-07 08:05:00,5,16.2,zugestellt
964,246,3,Empf 964,2025-05-07 09:40:00,2025-05-07 09:58:00,18,437.8,zugestellt
965,246,3,Empf 965,2025-05-07 10:40:00,2025-05-07 10:25:00,-15,137.6,zugestellt
966,247,1,Empf 966,2025-02-01 08:20:00,2025-02-01 08:20:00,0,223.8,zugestellt
967,247,1,Empf 967,2025-02-01 09:40:00,2025-02-01 09:45:00,5,276.7,zugestellt
968,248,4,Empf 968,2025-04-22 08:20:00,2025-04-22 09:00:00,40,484.0,verspätet
969,248,4,Empf 969,2025-04-22 09:40:00,2025-04-22 09:40:00,0,110.2,zugestellt
970,248,4,Empf 970,2025-04-22 10:00:00,2025-04-22 10:05:00,5,437.6,zugestellt
971,248,4,Empf 971,2025-04-22 11:20:00,2025-04-22 11:25:00,5,247.9,zugestellt
972,248,4,Empf 972,2025-04-22 12:00:00,,,390.6,fehl
973,249,8,Empf 973,2025-02-07 08:40:00,2025-02-07 08:40:00,0,176.8,zugestellt
974,249,8,Empf 974,2025-02-07 09:40:00,2025-02-07 10:20:00,40,495.1,unterwegs
975,250,8,Empf 975,2025-01-22 08:10:00,,,322.8,fehl
976,250,8,Empf 976,2025-01-22 09:10:00,2025-01-22 09:50:00,40,414.7,unterwegs
977,250,8,Empf 977,2025-01-22 10:40:00,2025-01-22 11:20:00,40,214.4,verspätet
978,250,8,Empf 978,2025-01-22 11:20:00,2025-01-22 11:20:00,0,277.2,zugestellt
979,250,8,Empf 979,2025-01-22 12:00:00,2025-01-22 12:05:00,5,455.7,zugestellt
980,250,8,Empf 980,2025-01-22 13:20:00,2025-01-22 13:25:00,5,481.1,zugestellt
981,251,9,Empf 981,2025-05-01 08:40:00,2025-05-01 08:58:00,18,486.7,zugestellt
982,251,9,Empf 982,2025-05-01 09:40:00,2025-05-01 09:45:00,5,465.3,zugestellt
983,251,9,Empf 983,2025-05-01 10:20:00,2025-05-01 11:50:00,90,357.1,fehl
984,252,9,Empf 984,2025-04-11 08:00:00,2025-04-11 09:30:00,90,438.5,fehl
985,252,9,Empf 985,2025-04-11 09:10:00,2025-04-11 08:55:00,-15,116.0,zugestellt
986,252,9,Empf 986,2025-04-11 10:20:00,2025-04-11 10:20:00,0,110.0,zugestellt
987,252,9,Empf 987,2025-04-11 11:10:00,2025-04-11 12:40:00,90,137.6,unterwegs
988,252,9,Empf 988,2025-04-11 12:00:00,2025-04-11 12:18:00,18,111.0,zugestellt
989,253,5,Empf 989,2025-04-15 08:00:00,2025-04-15 09:30:00,90,199.8,fehl
990,253,5,Empf 990,2025-04-15 09:10:00,2025-04-15 09:28:00,18,130.7,zugestellt
991,253,5,Empf 991,2025-04-15 10:00:00,2025-04-15 10:18:00,18,314.4,zugestellt
992,253,5,Empf 992,2025-04-15 11:40:00,2025-04-15 11:25:00,-15,384.1,zugestellt
993,253,5,Empf 993,2025-04-15 12:20:00,2025-04-15 12:38:00,18,51.0,zugestellt
994,254,1,Empf 994,2025-01-25 08:00:00,,,339.1,verspätet
995,254,1,Empf 995,2025-01-25 09:00:00,2025-01-25 08:45:00,-15,278.7,zugestellt
996,255,2,Empf 996,2025-02-05 08:20:00,2025-02-05 09:50:00,90,121.7,fehl
997,255,2,Empf 997,2025-02-05 09:20:00,2025-02-05 09:25:00,5,32.9,zugestellt
998,256,2,Empf 998,2025-01-30 08:10:00,2025-01-30 08:50:00,40,116.7,fehl
999,256,2,Empf 999,2025-01-30 09:10:00,2025-01-30 10:40:00,90,342.0,verspätet
1000,256,2,Empf 1000,2025-01-30 10:00:00,,,487.5,verspätet
1001,256,2,Empf 1001,2025-01-30 11:00:00,2025-01-30 10:45:00,-15,364.5,zugestellt
1002,257,10,Empf 1002,2025-02-15 08:10:00,2025-02-15 08:10:00,0,390.1,zugestellt
1003,257,10,Empf 1003,2025-02-15 09:10:00,,,373.5,verspätet
1004,257,10,Empf 1004,2025-02-15 10:20:00,2025-02-15 10:25:00,5,148.5,zugestellt
1005,257,10,Empf 1005,2025-02-15 11:10:00,2025-02-15 12:40:00,90,377.3,unterwegs
1006,257,10,Empf 1006,2025-02-15 12:00:00,2025-02-15 12:18:00,18,472.3,zugestellt
1007,257,10,Empf 1007,2025-02-15 13:10:00,2025-02-15 12:55:00,-15,498.3,zugestellt
1008,258,9,Empf 1008,2025-05-04 08:00:00,,,142.8,verspätet
1009,258,9,Empf 1009,2025-05-04 09:00:00,2025-05-04 10:30:00,90,436.4,unterwegs
1010,258,9,Empf 1010,2025-05-04 10:10:00,2025-05-04 09:55:00,-15,453.9,zugestellt
1011,258,9,Empf 1011,2025-05-04 11:10:00,2025-05-04 11:15:00,5,299.8,zugestellt
1012,258,9,Empf 1012,2025-05-04 12:20:00,2025-05-04 12:20:00,0,118.0,zugestellt
1013,258,9,Empf 1013,2025-05-04 13:40:00,2025-05-04 13:40:00,0,141.0,zugestellt
1014,259,1,Empf 1014,2025-05-10 08:20:00,2025-05-10 08:38:00,18,218.0,zugestellt
1015,259,1,Empf 1015,2025-05-10 09:20:00,2025-05-10 09:38:00,18,227.4,zugestellt
1016,259,1,Empf 1016,2025-05-10 10:20:00,2025-05-10 10:38:00,18,113.9,zugestellt
1017,260,5,Empf 1017,2025-02-07 08:40:00,2025-02-07 08:58:00,18,96.3,zugestellt
1018,260,5,Empf 1018,2025-02-07 09:10:00,2025-02-07 08:55:00,-15,90.2,zugestellt
1019,260,5,Empf 1019,2025-02-07 10:10:00,2025-02-07 10:10:00,0,435.6,zugestellt
1020,261,4,Empf 1020,2025-05-05 08:40:00,2025-05-05 10:10:00,90,204.7,fehl
1021,261,4,Empf 1021,2025-05-05 09:10:00,2025-05-05 10:40:00,90,53.6,verspätet
1022,261,4,Empf 1022,2025-05-05 10:00:00,2025-05-05 10:05:00,5,144.7,zugestellt
1023,262,8,Empf 1023,2025-03-15 08:00:00,2025-03-15 07:45:00,-15,174.7,zugestellt
1024,262,8,Empf 1024,2025-03-15 09:10:00,2025-03-15 09:15:00,5,69.8,zugestellt
1025,262,8,Empf 1025,2025-03-15 10:20:00,2025-03-15 10:25:00,5,106.3,zugestellt
1026,262,8,Empf 1026,2025-03-15 11:10:00,2025-03-15 11:50:00,40,407.0,verspätet
1027,262,8,Empf 1027,2025-03-15 12:00:00,2025-03-15 12:40:00,40,215.9,unterwegs
1028,263,2,Empf 1028,2025-05-02 08:20:00,2025-05-02 08:05:00,-15,466.9,zugestellt
1029,263,2,Empf 1029,2025-05-02 09:40:00,2025-05-02 09:25:00,-15,143.0,zugestellt
1030,263,2,Empf 1030,2025-05-02 10:20:00,,,18.2,fehl
1031,263,2,Empf 1031,2025-05-02 11:20:00,,,286.7,fehl
1032,263,2,Empf 1032,2025-05-02 12:40:00,2025-05-02 13:20:00,40,302.5,verspätet
1033,263,2,Empf 1033,2025-05-02 13:40:00,2025-05-02 13:40:00,0,204.8,zugestellt
1034,264,9,Empf 1034,2025-01-26 08:40:00,2025-01-26 08:25:00,-15,132.6,zugestellt
1035,264,9,Empf 1035,2025-01-26 09:10:00,2025-01-26 09:28:00,18,203.6,zugestellt
1036,264,9,Empf 1036,2025-01-26 10:40:00,2025-01-26 10:58:00,18,13.9,zugestellt
1037,264,9,Empf 1037,2025-01-26 11:40:00,2025-01-26 13:10:00,90,195.6,verspätet
1038,264,9,Empf 1038,2025-01-26 12:00:00,2025-01-26 12:00:00,0,75.7,zugestellt
1039,265,9,Empf 1039,2025-02-04 08:00:00,2025-02-04 08:05:00,5,85.7,zugestellt
1040,265,9,Empf 1040,2025-02-04 09:00:00,2025-02-04 10:30:00,90,141.1,unterwegs
1041,265,9,Empf 1041,2025-02-04 10:00:00,2025-02-04 09:45:00,-15,284.4,zugestellt
1042,265,9,Empf 1042,2025-02-04 11:40:00,2025-02-04 11:40:00,0,244.2,zugestellt
1043,265,9,Empf 1043,2025-02-04 12:40:00,2025-02-04 14:10:00,90,14.0,verspätet
1044,266,6,Empf 1044,2025-04-27 08:00:00,2025-04-27 08:18:00,18,38.8,zugestellt
1045,266,6,Empf 1045,2025-04-27 09:00:00,2025-04-27 10:30:00,90,292.6,fehl
1046,266,6,Empf 1046,2025-04-27 10:20:00,2025-04-27 10:38:00,18,147.4,zugestellt
1047,266,6,Empf 1047,2025-04-27 11:40:00,2025-04-27 11:25:00,-15,399.9,zugestellt
1048,267,2,Empf 1048,2025-02-13 08:10:00,2025-02-13 08:10:00,0,331.4,zugestellt
1049,267,2,Empf 1049,2025-02-13 09:40:00,2025-02-13 09:45:00,5,257.6,zugestellt
1050,267,2,Empf 1050,2025-02-13 10:00:00,2025-02-13 10:00:00,0,235.4,zugestellt
1051,268,1,Empf 1051,2025-03-01 08:10:00,2025-03-01 08:50:00,40,352.1,verspätet
1052,268,1,Empf 1052,2025-03-01 09:40:00,2025-03-01 11:10:00,90,170.0,fehl
1053,268,1,Empf 1053,2025-03-01 10:10:00,2025-03-01 09:55:00,-15,233.5,zugestellt
1054,268,1,Empf 1054,2025-03-01 11:00:00,,,475.9,verspätet
1055,268,1,Empf 1055,2025-03-01 12:00:00,2025-03-01 13:30:00,90,336.9,verspätet
1056,268,1,Empf 1056,2025-03-01 13:20:00,2025-03-01 13:05:00,-15,188.8,zugestellt
1057,269,3,Empf 1057,2025-02-11 08:20:00,2025-02-11 08:25:00,5,29.6,zugestellt
1058,269,3,Empf 1058,2025-02-11 09:10:00,2025-02-11 08:55:00,-15,458.0,zugestellt
1059,269,3,Empf 1059,2025-02-11 10:10:00,2025-02-11 11:40:00,90,280.9,verspätet
1060,269,3,Empf 1060,2025-02-11 11:10:00,2025-02-11 11:15:00,5,109.8,zugestellt
1061,269,3,Empf 1061,2025-02-11 12:20:00,2025-02-11 12:05:00,-15,408.9,zugestellt
1062,269,3,Empf 1062,2025-02-11 13:20:00,2025-02-11 13:38:00,18,200.8,zugestellt
1063,270,7,Empf 1063,2025-03-05 08:20:00,2025-03-05 08:38:00,18,362.2,zugestellt
1064,270,7,Empf 1064,2025-03-05 09:40:00,2025-03-05 09:58:00,18,497.5,zugestellt
1065,270,7,Empf 1065,2025-03-05 10:10:00,2025-03-05 10:10:00,0,216.8,zugestellt
1066,270,7,Empf 1066,2025-03-05 11:40:00,2025-03-05 11:40:00,0,421.0,zugestellt
1067,271,6,Empf 1067,2025-03-22 08:10:00,2025-03-22 09:40:00,90,486.2,verspätet
1068,271,6,Empf 1068,2025-03-22 09:20:00,2025-03-22 09:25:00,5,114.4,zugestellt
1069,272,10,Empf 1069,2025-04-07 08:10:00,,,320.8,fehl
1070,272,10,Empf 1070,2025-04-07 09:10:00,2025-04-07 10:40:00,90,37.2,unterwegs
1071,272,10,Empf 1071,2025-04-07 10:00:00,,,415.8,verspätet
1072,272,10,Empf 1072,2025-04-07 11:10:00,2025-04-07 11:28:00,18,174.2,zugestellt
1073,273,1,Empf 1073,2025-01-23 08:10:00,2025-01-23 07:55:00,-15,298.5,zugestellt
1074,273,1,Empf 1074,2025-01-23 09:00:00,2025-01-23 09:00:00,0,312.4,zugestellt
1075,273,1,Empf 1075,2025-01-23 10:10:00,2025-01-23 10:28:00,18,87.7,zugestellt
1076,273,1,Empf 1076,2025-01-23 11:20:00,2025-01-23 11:38:00,18,477.1,zugestellt
1077,274,7,Empf 1077,2025-01-28 08:20:00,2025-01-28 09:00:00,40,285.3,unterwegs
1078,274,7,Empf 1078,2025-01-28 09:40:00,2025-01-28 09:58:00,18,135.0,zugestellt
1079,274,7,Empf 1079,2025-01-28 10:00:00,,,427.2,unterwegs
1080,274,7,Empf 1080,2025-01-28 11:10:00,2025-01-28 12:40:00,90,182.5,fehl
1081,274,7,Empf 1081,2025-01-28 12:20:00,2025-01-28 12:38:00,18,241.8,zugestellt
1082,274,7,Empf 1082,2025-01-28 13:20:00,2025-01-28 14:50:00,90,420.3,unterwegs
1083,275,1,Empf 1083,2025-03-18 08:00:00,2025-03-18 08:18:00,18,101.8,zugestellt
1084,275,1,Empf 1084,2025-03-18 09:20:00,2025-03-18 10:50:00,90,184.4,verspätet
1085,275,1,Empf 1085,2025-03-18 10:00:00,2025-03-18 10:00:00,0,265.4,zugestellt
1086,275,1,Empf 1086,2025-03-18 11:00:00,2025-03-18 10:45:00,-15,89.6,zugestellt
1087,275,1,Empf 1087,2025-03-18 12:20:00,2025-03-18 13:50:00,90,166.2,fehl
1088,275,1,Empf 1088,2025-03-18 13:10:00,2025-03-18 12:55:00,-15,294.4,zugestellt
1089,276,2,Empf 1089,2025-01-22 08:10:00,2025-01-22 08:28:00,18,22.5,zugestellt
1090,276,2,Empf 1090,2025-01-22 09:10:00,2025-01-22 09:28:00,18,457.4,zugestellt
1091,276,2,Empf 1091,2025-01-22 10:00:00,2025-01-22 11:30:00,90,282.9,verspätet
1092,276,2,Empf 1092,2025-01-22 11:10:00,2025-01-22 11:50:00,40,387.9,verspätet
1093,276,2,Empf 1093,2025-01-22 12:00:00,2025-01-22 12:00:00,0,234.3,zugestellt
1094,277,3,Empf 1094,2025-03-18 08:10:00,2025-03-18 08:50:00,40,154.9,verspätet
1095,277,3,Empf 1095,2025-03-18 09:20:00,2025-03-18 10:50:00,90,458.7,unterwegs
1096,277,3,Empf 1096,2025-03-18 10:20:00,2025-03-18 10:38:00,18,308.4,zugestellt
1097,278,6,Empf 1097,2025-02-05 08:20:00,2025-02-05 09:00:00,40,282.2,unterwegs
1098,278,6,Empf 1098,2025-02-05 09:40:00,2025-02-05 11:10:00,90,267.2,verspätet
1099,278,6,Empf 1099,2025-02-05 10:20:00,2025-02-05 11:50:00,90,463.3,verspätet
1100,278,6,Empf 1100,2025-02-05 11:10:00,2025-02-05 11:28:00,18,184.4,zugestellt
1101,279,4,Empf 1101,2025-02-11 08:10:00,2025-02-11 09:40:00,90,265.3,unterwegs
1102,279,4,Empf 1102,2025-02-11 09:00:00,2025-02-11 09:05:00,5,166.9,zugestellt
1103,279,4,Empf 1103,2025-02-11 10:10:00,,,423.4,verspätet
1104,279,4,Empf 1104,2025-02-11 11:00:00,2025-02-11 11:18:00,18,285.6,zugestellt
1105,280,7,Empf 1105,2025-01-15 08:20:00,2025-01-15 09:00:00,40,207.8,unterwegs
1106,280,7,Empf 1106,2025-01-15 09:20:00,2025-01-15 09:05:00,-15,302.2,zugestellt
1107,280,7,Empf 1107,2025-01-15 10:00:00,2025-01-15 11:30:00,90,337.9,unterwegs
1108,280,7,Empf 1108,2025-01-15 11:10:00,2025-01-15 11:50:00,40,180.7,unterwegs
1109,280,7,Empf 1109,2025-01-15 12:00:00,2025-01-15 12:40:00,40,231.2,fehl
1110,280,7,Empf 1110,2025-01-15 13:10:00,2025-01-15 14:40:00,90,265.5,unterwegs
