wt_id,pa_nr,masch_id,snr,nettogew_g,ausschuss_g,bruttogew_g,zyklus_s,iO
1584,271,11,271-2,454.6,9.6,464.2,86,false
1585,271,11,271-3,505.5,6.9,512.4,65,true
1586,272,6,272-1,299.1,4.8,303.9,166,true
1587,272,6,272-2,217.5,5.7,223.2,91,true
1588,272,6,272-3,360.2,1.1,361.3,162,true
1589,272,6,272-4,373.4,6.1,379.5,138,true
1590,272,6,272-5,467.6,10.7,478.3,40,true
1591,272,6,272-6,374.9,4.7,379.6,81,true
1592,272,6,272-7,420.8,5.2,426.0,113,true
1593,272,6,272-8,465.4,5.4,470.8,144,true
1594,273,13,273-1,305.3,4.4,309.7,151,true
1595,273,13,273-2,266.6,7.7,274.3,135,true
1596,273,13,273-3,286.7,7.4,294.1,197,true
1597,273,13,273-4,391.9,10.0,401.9,37,true
1598,273,13,273-5,149.5,7.3,156.8,173,true
1599,273,13,273-6,106.5,2.0,108.5,57,false
1600,273,13,273-7,221.7,4.9,226.6,94,true
1601,273,13,273-8,262.2,11.8,274.0,104,true
1602,273,13,273-9,98.5,8.7,107.2,163,true
1603,273,13,273-10,140.9,7.1,148.0,73,true
1604,274,12,274-1,475.0,6.5,481.5,148,true
1605,275,7,275-1,118.8,5.3,124.1,79,true
1606,275,7,275-2,297.6,2.5,300.1,196,true
1607,275,7,275-3,119.6,1.6,121.2,51,true
1608,275,7,275-4,388.3,7.2,395.5,90,true
1609,275,7,275-5,189.9,6.3,196.2,184,true
1610,276,15,276-1,102.9,1.7,104.6,109,true
1611,276,15,276-2,304.4,1.6,306.0,195,true
1612,276,15,276-3,315.8,5.9,321.7,51,true
1613,276,15,276-4,246.2,11.6,257.8,148,true
1614,276,15,276-5,157.6,5.1,162.7,119,true
1615,276,15,276-6,274.0,8.4,282.4,53,true
1616,276,15,276-7,516.9,8.4,525.3,97,true
1617,276,15,276-8,259.5,5.9,265.4,47,true
1618,276,15,276-9,121.6,10.1,131.7,118,true
1619,277,7,277-1,182.2,4.4,186.6,196,true
1620,277,7,277-2,514.0,9.3,523.3,91,true
1621,277,7,277-3,287.8,6.5,294.3,90,true
1622,277,7,277-4,233.2,1.9,235.1,73,true
1623,277,7,277-5,210.3,7.8,218.1,131,true
1624,278,14,278-1,160.8,7.8,168.6,141,true
1625,278,14,278-2,423.0,11.7,434.7,77,true
1626,278,14,278-3,304.8,10.1,314.9,51,true
1627,278,14,278-4,371.9,7.8,379.7,58,true
1628,278,14,278-5,273.7,8.2,281.9,62,true
1629,278,14,278-6,188.5,6.8,195.3,84,true
1630,278,14,278-7,312.5,4.6,317.1,80,true
1631,278,14,278-8,494.1,5.2,499.3,98,true
1632,278,14,278-9,108.5,10.2,118.7,159,true
1633,279,5,279-1,96.6,11.0,107.6,42,true
1634,280,8,280-1,126.6,7.2,133.8,130,true
1635,280,8,280-2,496.7,1.8,498.5,146,true
1636,280,8,280-3,181.2,2.9,184.1,135,true
1637,280,8,280-4,495.6,5.7,501.3,55,true
1638,280,8,280-5,406.6,6.3,412.9,149,true
1639,280,8,280-6,503.1,10.1,513.2,165,true
1640,280,8,280-7,468.2,4.7,472.9,110,true
1641,280,8,280-8,293.1,1.1,294.2,186,true
1642,280,8,280-9,337.1,4.7,341.8,138,true
