mess_id,masch_id,ts,temp_c,vib_rms,leist_kw,energie_kwh
3823,15,2025-02-03 04:36:00,42.3,1.06,18.85,3.77
3824,16,2025-02-03 04:36:00,48.7,4.72,32.28,6.456
3825,1,2025-02-03 04:48:00,85.4,1.69,5.45,1.09
3826,2,2025-02-03 04:48:00,84.6,7.45,3.83,0.766
3827,3,2025-02-03 04:48:00,97.9,8.01,14.02,2.804
3828,4,2025-02-03 04:48:00,68.8,7.34,7.07,1.414
3829,5,2025-02-03 04:48:00,94.0,2.78,12.31,2.462
3830,6,2025-02-03 04:48:00,91.9,5.12,16.41,3.282
3831,7,2025-02-03 04:48:00,63.1,3.34,7.25,1.45
3832,8,2025-02-03 04:48:00,37.6,1.68,17.76,3.552
3833,9,2025-02-03 04:48:00,49.8,4.43,8.99,1.798
3834,10,2025-02-03 04:48:00,42.5,3.47,19.27,3.854
3835,11,2025-02-03 04:48:00,54.5,4.46,22.63,4.526
3836,12,2025-02-03 04:48:00,72.2,0.85,10.33,2.066
3837,13,2025-02-03 04:48:00,93.6,6.37,17.2,3.44
3838,14,2025-02-03 04:48:00,70.0,6.7,10.09,2.018
3839,15,2025-02-03 04:48:00,72.2,4.25,9.3,1.86
3840,16,2025-02-03 04:48:00,49.9,2.76,24.12,4.824
3841,1,2025-02-03 05:00:00,83.3,6.4,6.94,1.388
3842,2,2025-02-03 05:00:00,44.3,4.41,5.22,1.044
3843,3,2025-02-03 05:00:00,66.0,3.04,14.0,2.8
3844,4,2025-02-03 05:00:00,49.2,6.28,6.19,1.238
3845,5,2025-02-03 05:00:00,53.5,0.38,11.72,2.344
3846,6,2025-02-03 05:00:00,46.8,5.63,9.99,1.998
3847,7,2025-02-03 05:00:00,87.5,4.0,14.71,2.942
3848,8,2025-02-03 05:00:00,82.6,7.48,12.08,2.416
3849,9,2025-02-03 05:00:00,44.8,3.95,22.0,4.4
3850,10,2025-02-03 05:00:00,42.1,0.8,9.72,1.944
3851,11,2025-02-03 05:00:00,66.8,6.18,12.38,2.476
3852,12,2025-02-03 05:00:00,80.5,7.49,18.18,3.636
3853,13,2025-02-03 05:00:00,35.6,4.48,8.11,1.622
3854,14,2025-02-03 05:00:00,48.9,2.09,24.38,4.876
3855,15,2025-02-03 05:00:00,71.9,7.47,12.23,2.446
3856,16,2025-02-03 05:00:00,42.2,4.59,24.22,4.844
3857,1,2025-02-03 05:12:00,58.2,4.0,4.74,0.948
3858,2,2025-02-03 05:12:00,56.3,6.7,6.43,1.286
3859,3,2025-02-03 05:12:00,85.9,4.07,12.5,2.5
3860,4,2025-02-03 05:12:00,79.4,5.28,14.22,2.844
3861,5,2025-02-03 05:12:00,63.2,2.24,9.19,1.838
3862,6,2025-02-03 05:12:00,82.7,1.49,14.61,2.922
3863,7,2025-02-03 05:12:00,61.1,0.54,9.7,1.94
3864,8,2025-02-03 05:12:00,38.0,4.81,7.57,1.514
3865,9,2025-02-03 05:12:00,88.8,2.93,19.57,3.914
3866,10,2025-02-03 05:12:00,51.5,7.9,22.95,4.59
3867,11,2025-02-03 05:12:00,94.1,0.75,19.98,3.996
3868,12,2025-02-03 05:12:00,56.2,2.46,12.81,2.562
3869,13,2025-02-03 05:12:00,46.6,5.6,10.02,2.004
3870,14,2025-02-03 05:12:00,42.1,3.56,11.78,2.356
3871,15,2025-02-03 05:12:00,58.6,5.87,24.9,4.98
3872,16,2025-02-03 05:12:00,47.6,3.07,25.32,5.064
3873,1,2025-02-03 05:24:00,50.9,8.08,9.64,1.928
3874,2,2025-02-03 05:24:00,51.0,4.01,6.44,1.288
3875,3,2025-02-03 05:24:00,47.5,6.88,10.31,2.062
3876,4,2025-02-03 05:24:00,67.5,5.31,14.82,2.964
3877,5,2025-02-03 05:24:00,60.1,2.99,7.72,1.544
3878,6,2025-02-03 05:24:00,67.8,7.73,17.97,3.594
3879,7,2025-02-03 05:24:00,79.8,2.67,7.17,1.434
3880,8,2025-02-03 05:24:00,37.3,4.04,19.89,3.978
3881,9,2025-02-03 05:24:00,34.4,2.94,10.13,2.026
3882,10,2025-02-03 05:24:00,85.8,0.92,8.21,1.642
3883,11,2025-02-03 05:24:00,49.3,0.21,19.06,3.812
3884,12,2025-02-03 05:24:00,40.8,4.71,26.07,5.214
3885,13,2025-02-03 05:24:00,41.4,3.54,14.52,2.904
3886,14,2025-02-03 05:24:00,68.9,4.88,29.46,5.892
3887,15,2025-02-03 05:24:00,36.8,3.37,23.87,4.774
3888,16,2025-02-03 05:24:00,35.7,6.7,19.59,3.918
3889,1,2025-02-03 05:36:00,49.5,0.77,10.78,2.156
3890,2,2025-02-03 05:36:00,73.0,7.61,12.18,2.436
3891,3,2025-02-03 05:36:00,88.8,5.02,6.88,1.376
3892,4,2025-02-03 05:36:00,52.8,4.48,9.6,1.92
3893,5,2025-02-03 05:36:00,67.9,5.19,14.39,2.878
3894,6,2025-02-03 05:36:00,82.2,7.25,11.78,2.356
3895,7,2025-02-03 05:36:00,61.1,0.81,16.34,3.268
3896,8,2025-02-03 05:36:00,74.2,0.32,7.4,1.48
3897,9,2025-02-03 05:36:00,89.3,4.63,14.13,2.826
3898,10,2025-02-03 05:36:00,49.2,7.13,14.74,2.948
3899,11,2025-02-03 05:36:00,76.6,3.18,16.64,3.328
3900,12,2025-02-03 05:36:00,62.9,3.59,16.39,3.278
3901,13,2025-02-03 05:36:00,45.5,6.45,14.69,2.938
3902,14,2025-02-03 05:36:00,59.9,5.7,21.87,4.374
3903,15,2025-02-03 05:36:00,59.0,7.88,17.98,3.596
3904,16,2025-02-03 05:36:00,97.2,2.11,15.27,3.054
3905,1,2025-02-03 05:48:00,42.8,6.52,4.22,0.844
3906,2,2025-02-03 05:48:00,56.7,0.76,11.16,2.232
3907,3,2025-02-03 05:48:00,45.1,3.59,10.53,2.106
3908,4,2025-02-03 05:48:00,55.0,7.53,5.59,1.118
3909,5,2025-02-03 05:48:00,97.4,5.19,6.36,1.272
3910,6,2025-02-03 05:48:00,91.1,0.28,11.13,2.226
3911,7,2025-02-03 05:48:00,82.0,7.91,7.17,1.434
3912,8,2025-02-03 05:48:00,97.7,6.84,18.13,3.626
3913,9,2025-02-03 05:48:00,92.5,5.49,22.62,4.524
3914,10,2025-02-03 05:48:00,72.0,6.41,23.63,4.726
3915,11,2025-02-03 05:48:00,88.0,5.15,18.43,3.686
3916,12,2025-02-03 05:48:00,35.9,1.49,10.15,2.03
3917,13,2025-02-03 05:48:00,75.9,0.78,10.12,2.024
3918,14,2025-02-03 05:48:00,96.0,0.88,17.23,3.446
3919,15,2025-02-03 05:48:00,87.9,2.32,27.56,5.512
3920,16,2025-02-03 05:48:00,77.6,6.52,31.11,6.222
3921,1,2025-02-03 06:00:00,96.5,5.11,9.94,1.988
3922,2,2025-02-03 06:00:00,71.5,4.7,9.77,1.954
3923,3,2025-02-03 06:00:00,78.6,4.61,7.41,1.482
3924,4,2025-02-03 06:00:00,83.9,1.29,7.25,1.45
3925,5,2025-02-03 06:00:00,86.4,2.13,11.08,2.216
3926,6,2025-02-03 06:00:00,87.3,2.27,7.84,1.568
3927,7,2025-02-03 06:00:00,78.4,6.35,17.86,3.572
3928,8,2025-02-03 06:00:00,82.0,5.46,13.49,2.698
3929,9,2025-02-03 06:00:00,71.5,6.78,10.55,2.11
3930,10,2025-02-03 06:00:00,80.5,0.52,10.52,2.104
3931,11,2025-02-03 06:00:00,84.7,4.35,19.9,3.98
3932,12,2025-02-03 06:00:00,74.3,4.87,26.65,5.33
3933,13,2025-02-03 06:00:00,94.4,0.84,13.89,2.778
3934,14,2025-02-03 06:00:00,95.2,0.88,25.25,5.05
3935,15,2025-02-03 06:00:00,86.9,4.03,21.97,4.394
3936,16,2025-02-03 06:00:00,42.9,2.58,14.02,2.804
3937,1,2025-02-03 06:12:00,97.8,7.14,3.49,0.698
3938,2,2025-02-03 06:12:00,53.3,6.87,3.86,0.772
3939,3,2025-02-03 06:12:00,57.8,7.67,6.31,1.262
3940,4,2025-02-03 06:12:00,51.2,1.83,10.14,2.028
3941,5,2025-02-03 06:12:00,95.9,4.46,11.56,2.312
3942,6,2025-02-03 06:12:00,35.5,2.36,18.02,3.604
3943,7,2025-02-03 06:12:00,73.7,7.16,14.07,2.814
3944,8,2025-02-03 06:12:00,61.3,6.43,18.35,3.67
3945,9,2025-02-03 06:12:00,38.7,6.06,21.73,4.346
3946,10,2025-02-03 06:12:00,62.4,4.29,7.97,1.594
3947,11,2025-02-03 06:12:00,63.2,3.45,23.91,4.782
3948,12,2025-02-03 06:12:00,82.4,6.93,23.05,4.61
3949,13,2025-02-03 06:12:00,98.0,1.44,16.63,3.326
3950,14,2025-02-03 06:12:00,49.7,6.55,26.4,5.28
3951,15,2025-02-03 06:12:00,77.4,8.07,26.18,5.236
3952,16,2025-02-03 06:12:00,59.3,7.79,27.15,5.43
3953,1,2025-02-03 06:24:00,42.9,6.63,9.51,1.902
3954,2,2025-02-03 06:24:00,97.2,0.3,8.78,1.756
3955,3,2025-02-03 06:24:00,75.8,4.1,12.71,2.542
3956,4,2025-02-03 06:24:00,91.8,4.6,13.18,2.636
3957,5,2025-02-03 06:24:00,86.7,2.06,11.61,2.322
3958,6,2025-02-03 06:24:00,40.6,6.92,8.58,1.716
3959,7,2025-02-03 06:24:00,90.8,3.32,14.29,2.858
3960,8,2025-02-03 06:24:00,97.0,0.87,19.77,3.954
3961,9,2025-02-03 06:24:00,65.7,5.03,11.88,2.376
3962,10,2025-02-03 06:24:00,86.6,4.77,10.69,2.138
3963,11,2025-02-03 06:24:00,65.6,6.5,8.34,1.668
3964,12,2025-02-03 06:24:00,59.2,4.79,24.27,4.854
3965,13,2025-02-03 06:24:00,36.5,6.56,16.59,3.318
3966,14,2025-02-03 06:24:00,58.4,4.12,12.97,2.594
3967,15,2025-02-03 06:24:00,82.0,5.13,24.09,4.818
3968,16,2025-02-03 06:24:00,78.2,2.82,19.17,3.834
3969,1,2025-02-03 06:36:00,46.5,4.77,10.07,2.014
3970,2,2025-02-03 06:36:00,85.8,3.42,4.61,0.922
3971,3,2025-02-03 06:36:00,57.7,7.57,9.98,1.996
3972,4,2025-02-03 06:36:00,56.7,1.82,9.2,1.84
3973,5,2025-02-03 06:36:00,71.5,4.5,13.87,2.774
3974,6,2025-02-03 06:36:00,93.9,0.68,8.71,1.742
3975,7,2025-02-03 06:36:00,66.7,3.38,8.23,1.646
3976,8,2025-02-03 06:36:00,56.7,0.74,7.02,1.404
3977,9,2025-02-03 06:36:00,87.8,2.59,17.07,3.414
3978,10,2025-02-03 06:36:00,63.7,2.73,20.84,4.168
3979,11,2025-02-03 06:36:00,64.4,7.83,19.3,3.86
3980,12,2025-02-03 06:36:00,34.4,4.1,13.44,2.688
3981,13,2025-02-03 06:36:00,91.3,1.73,12.29,2.458
3982,14,2025-02-03 06:36:00,72.5,7.62,11.09,2.218
3983,15,2025-02-03 06:36:00,84.7,6.75,21.77,4.354
3984,16,2025-02-03 06:36:00,92.3,3.83,13.03,2.606
3985,1,2025-02-03 06:48:00,41.9,2.86,6.22,1.244
3986,2,2025-02-03 06:48:00,84.4,5.55,9.91,1.982
3987,3,2025-02-03 06:48:00,52.0,7.54,10.66,2.132
3988,4,2025-02-03 06:48:00,95.0,4.2,6.56,1.312
3989,5,2025-02-03 06:48:00,89.5,2.42,11.6,2.32
3990,6,2025-02-03 06:48:00,40.3,3.19,7.01,1.402
3991,7,2025-02-03 06:48:00,83.4,6.73,13.46,2.692
3992,8,2025-02-03 06:48:00,43.9,5.87,19.45,3.89
3993,9,2025-02-03 06:48:00,77.7,3.15,21.98,4.396
3994,10,2025-02-03 06:48:00,40.8,1.07,17.05,3.41
3995,11,2025-02-03 06:48:00,97.6,2.76,12.87,2.574
3996,12,2025-02-03 06:48:00,96.3,4.58,23.85,4.77
3997,13,2025-02-03 06:48:00,65.6,6.87,28.22,5.644
3998,14,2025-02-03 06:48:00,53.9,6.59,22.56,4.512
3999,15,2025-02-03 06:48:00,82.7,2.37,20.43,4.086
4000,16,2025-02-03 06:48:00,54.8,1.82,10.75,2.15
4001,1,2025-02-03 07:00:00,54.1,0.89,6.9,1.38
4002,2,2025-02-03 07:00:00,41.2,7.4,12.89,2.578
4003,3,2025-02-03 07:00:00,91.2,5.82,8.59,1.718
4004,4,2025-02-03 07:00:00,68.6,1.27,10.37,2.074
4005,5,2025-02-03 07:00:00,73.5,5.34,12.35,2.47
4006,6,2025-02-03 07:00:00,56.4,0.96,17.55,3.51
4007,7,2025-02-03 07:00:00,77.2,6.84,18.58,3.716
4008,8,2025-02-03 07:00:00,84.5,1.9,6.95,1.39
4009,9,2025-02-03 07:00:00,45.9,1.03,21.52,4.304
4010,10,2025-02-03 07:00:00,69.7,7.82,11.53,2.306
4011,11,2025-02-03 07:00:00,71.6,5.83,16.72,3.344
4012,12,2025-02-03 07:00:00,74.4,6.22,26.09,5.218
4013,13,2025-02-03 07:00:00,55.0,0.54,9.22,1.844
4014,14,2025-02-03 07:00:00,73.6,6.1,10.29,2.058
4015,15,2025-02-03 07:00:00,68.0,3.74,27.05,5.41
4016,16,2025-02-03 07:00:00,93.1,1.62,12.75,2.55
4017,1,2025-02-03 07:12:00,44.6,5.17,11.63,2.326
4018,2,2025-02-03 07:12:00,59.8,2.37,5.55,1.11
4019,3,2025-02-03 07:12:00,75.7,7.46,4.43,0.886
4020,4,2025-02-03 07:12:00,45.4,5.05,5.01,1.002
4021,5,2025-02-03 07:12:00,63.3,3.0,11.99,2.398
4022,6,2025-02-03 07:12:00,96.9,7.05,15.7,3.14
4023,7,2025-02-03 07:12:00,77.1,6.98,13.63,2.726
4024,8,2025-02-03 07:12:00,60.1,4.8,14.6,2.92
4025,9,2025-02-03 07:12:00,68.5,2.76,20.31,4.062
4026,10,2025-02-03 07:12:00,95.9,3.16,14.72,2.944
4027,11,2025-02-03 07:12:00,93.8,7.98,15.95,3.19
4028,12,2025-02-03 07:12:00,34.1,5.11,18.5,3.7
4029,13,2025-02-03 07:12:00,74.0,4.75,26.04,5.208
4030,14,2025-02-03 07:12:00,56.9,1.81,20.12,4.024
4031,15,2025-02-03 07:12:00,85.9,5.04,11.78,2.356
4032,16,2025-02-03 07:12:00,89.5,4.19,26.92,5.384
4033,1,2025-02-03 07:24:00,45.4,4.83,7.07,1.414
4034,2,2025-02-03 07:24:00,48.4,5.01,5.32,1.064
4035,3,2025-02-03 07:24:00,58.0,6.4,9.36,1.872
4036,4,2025-02-03 07:24:00,35.4,4.46,6.01,1.202
4037,5,2025-02-03 07:24:00,62.9,5.08,15.94,3.188
4038,6,2025-02-03 07:24:00,51.7,3.23,12.04,2.408
4039,7,2025-02-03 07:24:00,63.3,0.23,9.77,1.954
4040,8,2025-02-03 07:24:00,70.9,6.79,13.27,2.654
4041,9,2025-02-03 07:24:00,68.7,3.92,22.12,4.424
4042,10,2025-02-03 07:24:00,85.6,7.27,17.53,3.506
4043,11,2025-02-03 07:24:00,76.1,2.77,12.68,2.536
4044,12,2025-02-03 07:24:00,88.4,4.82,18.23,3.646
4045,13,2025-02-03 07:24:00,75.1,1.81,13.33,2.666
4046,14,2025-02-03 07:24:00,68.4,3.98,25.26,5.052
4047,15,2025-02-03 07:24:00,90.2,4.66,25.87,5.174
4048,16,2025-02-03 07:24:00,36.9,0.54,9.88,1.976
4049,1,2025-02-03 07:36:00,55.5,4.01,4.92,0.984
4050,2,2025-02-03 07:36:00,85.3,5.79,8.95,1.79
4051,3,2025-02-03 07:36:00,43.9,2.23,4.9,0.98
4052,4,2025-02-03 07:36:00,86.2,5.8,4.72,0.944
4053,5,2025-02-03 07:36:00,60.0,5.8,5.95,1.19
4054,6,2025-02-03 07:36:00,50.2,3.47,6.48,1.296
4055,7,2025-02-03 07:36:00,65.6,3.16,6.39,1.278
4056,8,2025-02-03 07:36:00,44.2,7.5,17.85,3.57
4057,9,2025-02-03 07:36:00,92.6,5.64,21.3,4.26
4058,10,2025-02-03 07:36:00,37.4,1.31,17.67,3.534
4059,11,2025-02-03 07:36:00,64.7,4.42,24.07,4.814
4060,12,2025-02-03 07:36:00,73.3,3.49,9.89,1.978
4061,13,2025-02-03 07:36:00,66.5,4.32,26.53,5.306
4062,14,2025-02-03 07:36:00,42.7,4.82,14.07,2.814
4063,15,2025-02-03 07:36:00,57.7,5.13,29.5,5.9
4064,16,2025-02-03 07:36:00,44.1,3.82,24.48,4.896
4065,1,2025-02-03 07:48:00,84.3,3.3,3.52,0.704
4066,2,2025-02-03 07:48:00,58.5,7.29,8.33,1.666
4067,3,2025-02-03 07:48:00,58.6,6.06,10.15,2.03
4068,4,2025-02-03 07:48:00,90.8,1.58,15.26,3.052
4069,5,2025-02-03 07:48:00,71.3,1.96,9.8,1.96
4070,6,2025-02-03 07:48:00,77.1,3.31,12.24,2.448
4071,7,2025-02-03 07:48:00,73.9,4.98,7.96,1.592
4072,8,2025-02-03 07:48:00,60.0,2.15,17.97,3.594
4073,9,2025-02-03 07:48:00,96.3,6.15,13.55,2.71
4074,10,2025-02-03 07:48:00,65.7,6.17,16.38,3.276
4075,11,2025-02-03 07:48:00,91.1,6.15,16.11,3.222
4076,12,2025-02-03 07:48:00,37.8,4.17,20.12,4.024
4077,13,2025-02-03 07:48:00,62.4,2.27,17.94,3.588
4078,14,2025-02-03 07:48:00,80.5,7.2,22.44,4.488
4079,15,2025-02-03 07:48:00,35.5,3.12,15.3,3.06
4080,16,2025-02-03 07:48:00,34.4,1.86,24.81,4.962
4081,1,2025-02-03 08:00:00,36.1,3.76,8.55,1.71
4082,2,2025-02-03 08:00:00,97.2,7.72,11.14,2.228
4083,3,2025-02-03 08:00:00,91.3,7.03,9.88,1.976
4084,4,2025-02-03 08:00:00,34.5,2.73,6.22,1.244
4085,5,2025-02-03 08:00:00,64.4,2.07,11.48,2.296
4086,6,2025-02-03 08:00:00,41.9,7.3,5.72,1.144
4087,7,2025-02-03 08:00:00,73.0,5.15,15.46,3.092
4088,8,2025-02-03 08:00:00,68.4,1.4,14.35,2.87
4089,9,2025-02-03 08:00:00,58.5,3.98,18.62,3.724
4090,10,2025-02-03 08:00:00,44.2,4.71,7.39,1.478
4091,11,2025-02-03 08:00:00,80.9,0.31,15.07,3.014
4092,12,2025-02-03 08:00:00,47.0,6.61,21.45,4.29
4093,13,2025-02-03 08:00:00,74.7,3.36,16.92,3.384
4094,14,2025-02-03 08:00:00,81.1,3.53,26.88,5.376
4095,15,2025-02-03 08:00:00,43.1,1.54,14.95,2.99
4096,16,2025-02-03 08:00:00,85.7,5.91,12.85,2.57
4097,1,2025-02-03 08:12:00,38.7,4.1,6.7,1.34
4098,2,2025-02-03 08:12:00,79.9,5.53,8.36,1.672
4099,3,2025-02-03 08:12:00,85.0,2.88,12.74,2.548
4100,4,2025-02-03 08:12:00,66.6,6.91,11.47,2.294
4101,5,2025-02-03 08:12:00,71.2,3.72,7.66,1.532
4102,6,2025-02-03 08:12:00,51.5,4.39,17.82,3.564
4103,7,2025-02-03 08:12:00,60.7,3.88,7.77,1.554
4104,8,2025-02-03 08:12:00,65.8,3.28,14.4,2.88
4105,9,2025-02-03 08:12:00,93.2,7.45,16.9,3.38
4106,10,2025-02-03 08:12:00,77.4,7.71,7.33,1.466
4107,11,2025-02-03 08:12:00,78.8,4.87,20.16,4.032
4108,12,2025-02-03 08:12:00,65.9,7.59,18.02,3.604
4109,13,2025-02-03 08:12:00,72.5,3.86,25.71,5.142
4110,14,2025-02-03 08:12:00,68.5,2.46,18.86,3.772
4111,15,2025-02-03 08:12:00,62.8,3.65,21.2,4.24
4112,16,2025-02-03 08:12:00,56.2,2.34,10.16,2.032
4113,1,2025-02-03 08:24:00,47.8,0.7,5.35,1.07
4114,2,2025-02-03 08:24:00,38.2,4.08,9.63,1.926
4115,3,2025-02-03 08:24:00,80.0,3.03,13.7,2.74
4116,4,2025-02-03 08:24:00,70.6,0.71,6.99,1.398
4117,5,2025-02-03 08:24:00,73.8,4.18,11.66,2.332
4118,6,2025-02-03 08:24:00,90.7,7.44,15.06,3.012
4119,7,2025-02-03 08:24:00,47.8,7.5,7.49,1.498
4120,8,2025-02-03 08:24:00,60.1,0.57,14.4,2.88
4121,9,2025-02-03 08:24:00,65.0,3.49,12.69,2.538
4122,10,2025-02-03 08:24:00,79.2,8.02,9.04,1.808
4123,11,2025-02-03 08:24:00,82.6,0.33,18.43,3.686
4124,12,2025-02-03 08:24:00,58.9,3.1,24.65,4.93
4125,13,2025-02-03 08:24:00,88.2,3.29,12.02,2.404
4126,14,2025-02-03 08:24:00,53.1,4.02,10.02,2.004
4127,15,2025-02-03 08:24:00,55.1,0.97,22.8,4.56
4128,16,2025-02-03 08:24:00,64.9,2.17,11.55,2.31
4129,1,2025-02-03 08:36:00,47.0,5.46,10.06,2.012
4130,2,2025-02-03 08:36:00,78.0,1.18,13.09,2.618
4131,3,2025-02-03 08:36:00,97.6,1.09,8.44,1.688
4132,4,2025-02-03 08:36:00,45.5,3.44,15.44,3.088
4133,5,2025-02-03 08:36:00,90.8,7.79,5.36,1.072
4134,6,2025-02-03 08:36:00,35.4,6.16,8.32,1.664
4135,7,2025-02-03 08:36:00,68.8,0.23,7.38,1.476
4136,8,2025-02-03 08:36:00,93.6,7.27,7.04,1.408
4137,9,2025-02-03 08:36:00,88.5,0.96,16.51,3.302
4138,10,2025-02-03 08:36:00,45.4,6.93,20.25,4.05
4139,11,2025-02-03 08:36:00,86.8,6.82,23.23,4.646
4140,12,2025-02-03 08:36:00,44.4,5.98,26.64,5.328
4141,13,2025-02-03 08:36:00,87.1,6.3,28.05,5.61
4142,14,2025-02-03 08:36:00,57.0,3.24,11.96,2.392
4143,15,2025-02-03 08:36:00,83.4,0.41,22.47,4.494
4144,16,2025-02-03 08:36:00,83.3,4.35,24.35,4.87
4145,1,2025-02-03 08:48:00,35.6,6.44,6.78,1.356
4146,2,2025-02-03 08:48:00,40.3,6.69,13.0,2.6
4147,3,2025-02-03 08:48:00,82.7,7.95,7.27,1.454
4148,4,2025-02-03 08:48:00,85.0,3.92,7.04,1.408
4149,5,2025-02-03 08:48:00,94.0,1.1,15.43,3.086
4150,6,2025-02-03 08:48:00,91.7,3.75,12.18,2.436
4151,7,2025-02-03 08:48:00,84.1,5.61,10.64,2.128
4152,8,2025-02-03 08:48:00,75.0,3.36,14.22,2.844
4153,9,2025-02-03 08:48:00,92.0,1.87,16.91,3.382
4154,10,2025-02-03 08:48:00,94.5,0.52,15.88,3.176
4155,11,2025-02-03 08:48:00,84.9,1.54,9.09,1.818
4156,12,2025-02-03 08:48:00,39.4,7.85,19.75,3.95
4157,13,2025-02-03 08:48:00,55.3,5.12,18.98,3.796
4158,14,2025-02-03 08:48:00,65.7,1.03,26.16,5.232
4159,15,2025-02-03 08:48:00,79.5,0.21,13.57,2.714
4160,16,2025-02-03 08:48:00,89.4,5.51,17.05,3.41
4161,1,2025-02-03 09:00:00,93.3,5.91,10.16,2.032
4162,2,2025-02-03 09:00:00,54.1,2.01,7.52,1.504
4163,3,2025-02-03 09:00:00,64.6,5.21,12.07,2.414
4164,4,2025-02-03 09:00:00,92.1,4.4,12.98,2.596
4165,5,2025-02-03 09:00:00,54.8,1.54,11.87,2.374
4166,6,2025-02-03 09:00:00,35.5,3.58,15.26,3.052
4167,7,2025-02-03 09:00:00,84.6,1.43,8.86,1.772
4168,8,2025-02-03 09:00:00,66.8,3.44,17.61,3.522
4169,9,2025-02-03 09:00:00,53.2,0.92,7.79,1.558
4170,10,2025-02-03 09:00:00,55.9,1.56,20.9,4.18
4171,11,2025-02-03 09:00:00,37.3,0.56,18.6,3.72
4172,12,2025-02-03 09:00:00,59.2,0.23,20.46,4.092
4173,13,2025-02-03 09:00:00,42.4,7.53,16.68,3.336
4174,14,2025-02-03 09:00:00,83.6,1.16,14.02,2.804
4175,15,2025-02-03 09:00:00,76.5,5.43,12.63,2.526
4176,16,2025-02-03 09:00:00,94.7,0.65,26.57,5.314
4177,1,2025-02-03 09:12:00,97.4,7.64,7.94,1.588
4178,2,2025-02-03 09:12:00,75.4,3.47,9.79,1.958
4179,3,2025-02-03 09:12:00,50.7,6.58,14.55,2.91
4180,4,2025-02-03 09:12:00,47.5,3.4,7.69,1.538
4181,5,2025-02-03 09:12:00,35.8,4.23,6.07,1.214
4182,6,2025-02-03 09:12:00,65.6,5.45,11.17,2.234
4183,7,2025-02-03 09:12:00,78.3,5.63,13.89,2.778
4184,8,2025-02-03 09:12:00,57.9,0.72,15.92,3.184
4185,9,2025-02-03 09:12:00,49.1,0.29,10.47,2.094
4186,10,2025-02-03 09:12:00,80.0,0.35,21.56,4.312
4187,11,2025-02-03 09:12:00,60.7,3.75,19.85,3.97
4188,12,2025-02-03 09:12:00,48.1,3.2,12.56,2.512
4189,13,2025-02-03 09:12:00,78.5,0.68,14.85,2.97
4190,14,2025-02-03 09:12:00,74.8,6.12,9.41,1.882
4191,15,2025-02-03 09:12:00,69.1,1.64,12.01,2.402
4192,16,2025-02-03 09:12:00,80.0,1.29,21.91,4.382
4193,1,2025-02-03 09:24:00,45.3,7.35,8.9,1.78
4194,2,2025-02-03 09:24:00,63.2,6.07,5.89,1.178
4195,3,2025-02-03 09:24:00,89.9,1.22,9.12,1.824
4196,4,2025-02-03 09:24:00,63.8,3.96,14.05,2.81
4197,5,2025-02-03 09:24:00,85.2,0.48,12.18,2.436
4198,6,2025-02-03 09:24:00,36.0,2.95,18.69,3.738
4199,7,2025-02-03 09:24:00,41.3,6.5,18.42,3.684
4200,8,2025-02-03 09:24:00,60.5,0.97,17.11,3.422
4201,9,2025-02-03 09:24:00,41.6,6.16,6.83,1.366
4202,10,2025-02-03 09:24:00,87.1,4.15,17.36,3.472
4203,11,2025-02-03 09:24:00,88.9,5.43,24.25,4.85
4204,12,2025-02-03 09:24:00,71.5,5.85,10.47,2.094
4205,13,2025-02-03 09:24:00,48.3,3.24,17.07,3.414
4206,14,2025-02-03 09:24:00,93.2,6.78,12.63,2.526
4207,15,2025-02-03 09:24:00,45.0,0.59,13.97,2.794
4208,16,2025-02-03 09:24:00,54.8,2.42,22.26,4.452
4209,1,2025-02-03 09:36:00,58.6,4.97,10.88,2.176
4210,2,2025-02-03 09:36:00,73.3,5.1,10.16,2.032
4211,3,2025-02-03 09:36:00,49.8,0.8,5.63,1.126
4212,4,2025-02-03 09:36:00,41.4,1.15,11.27,2.254
4213,5,2025-02-03 09:36:00,37.0,6.21,8.98,1.796
4214,6,2025-02-03 09:36:00,68.3,6.58,6.83,1.366
4215,7,2025-02-03 09:36:00,67.0,2.48,17.43,3.486
4216,8,2025-02-03 09:36:00,44.4,6.0,21.41,4.282
4217,9,2025-02-03 09:36:00,52.1,2.04,20.71,4.142
4218,10,2025-02-03 09:36:00,70.9,5.77,18.83,3.766
4219,11,2025-02-03 09:36:00,42.5,0.88,10.06,2.012
4220,12,2025-02-03 09:36:00,61.3,4.65,23.56,4.712
4221,13,2025-02-03 09:36:00,73.2,5.78,18.59,3.718
4222,14,2025-02-03 09:36:00,35.5,3.47,27.17,5.434
4223,15,2025-02-03 09:36:00,52.1,4.56,26.12,5.224
4224,16,2025-02-03 09:36:00,44.3,5.61,18.15,3.63
4225,1,2025-02-03 09:48:00,79.0,6.74,11.11,2.222
4226,2,2025-02-03 09:48:00,36.3,3.85,5.69,1.138
4227,3,2025-02-03 09:48:00,82.3,7.95,9.03,1.806
4228,4,2025-02-03 09:48:00,72.7,4.92,8.3,1.66
4229,5,2025-02-03 09:48:00,65.0,4.73,5.68,1.136
4230,6,2025-02-03 09:48:00,60.6,0.75,17.14,3.428
4231,7,2025-02-03 09:48:00,96.3,7.85,15.23,3.046
4232,8,2025-02-03 09:48:00,75.5,6.82,15.46,3.092
